cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
54 147 573 0 0 0 0 0 1.0008 0 0.9433 -0.152 0.3076 0.3956 1.8335 0.825 -0.0745 0.472 0.6437 4.0722 0.0967 0.0967 0.3654 0 0
54 148 548 0 0 0 0 0 1.0013 0 0.9581 -0.0219 0.2291 0.2719 1.7126 0.7283 -0.0293 0.4732 0.6755 4.0501 0.0132 0.0132 0.4509 0 0
54 149 608 0 0 0 0 0 1.0007 0 0.9675 -0.0149 0.2097 0.2712 1.7838 0.8077 -0.0043 0.428 0.582 4.0318 0.0759 0.0759 0.4009 0 0
54 150 638 0 0 0 0 0 1.0007 0 0.9794 -0.0712 0.1991 0.2388 1.8105 0.8057 -0.0136 0.4065 0.5568 4.0868 0.0079 0.0079 0.5011 0 0
54 151 599 0 0 0 0 0 1.001 0 0.9464 0.0923 0.2765 0.3584 1.8698 0.7098 0.094 0.4827 0.6668 4.1143 -0.1515 0.1515 0.5146 0 0
54 152 620 0 0 0 0 0 1.0004 0 0.9666 0.1064 0.2415 0.3224 1.8938 0.8107 0.1153 0.4468 0.5902 4.0372 0.054 0.054 0.4122 0 0
54 153 598 0 0 0 0 0 1.0003 0 0.9275 -0.1845 0.3566 0.5859 2.915 0.7541 -0.0464 0.4618 0.6465 4.1407 0.0731 0.0731 0.448 0 0
54 154 627 0 0 0 0 0 1.0007 0 0.9439 -0.1462 0.284 0.4159 2.7808 0.7176 -0.05 0.501 0.6777 4.2671 -0.0739 0.0739 0.4784 0 0
54 155 631 0 0 0 0 0 1.0011 0 0.9768 0.0139 0.1966 0.2314 1.7828 0.8226 0.0739 0.4752 0.6303 4.1579 0.0019 0.0019 0.4056 0 0
54 156 640 0 0 0 0 0 1.0011 0 0.9768 0.1033 0.3027 0.3678 2.3342 0.7979 0.0186 0.4562 0.6126 4.0856 -0.0921 0.0921 0.4233 0 0
54 157 617 0 0 0 0 0 1.0002 0 0.941 -0.1599 0.3256 0.4792 2.3908 0.7697 -0.1173 0.4937 0.6623 4.1647 -0.0882 0.0882 0.4971 0 0
54 158 579 0 0 0 0 0 1.0004 0 0.9685 0.195 0.2757 0.353 2.0984 0.7865 0.1046 0.4656 0.646 4.0112 0.0768 0.0768 0.4283 0 0
54 159 577 0 0 0 0 0 1.0008 0 0.9719 -0.0014 0.2405 0.2958 2.0438 0.7507 -0.0148 0.4503 0.6432 4.082 0.0981 0.0981 0.493 0 0
54 160 646 0 0 0 0 0 1.0002 0 0.9464 -0.0959 0.228 0.2741 1.5221 0.8267 -0.0775 0.4584 0.6015 4.0032 -0.1473 0.1473 0.3996 0 0
54 161 594 0 0 0 0 0 1.001 0 0.9479 -0.0655 0.2929 0.3891 2.1008 0.7459 -0.0043 0.4852 0.6907 4.1241 0.0403 0.0403 0.4709 0 0
54 162 631 0 0 0 0 0 1.0002 0 0.9565 -0.1351 0.2848 0.3593 1.9467 0.78 -0.0974 0.4565 0.6144 4.0539 -0.0127 0.0127 0.4371 0 0
54 163 643 0 0 0 0 0 1.0006 0 0.8811 -0.2451 0.4023 0.5342 2.3782 0.725 -0.1487 0.5186 0.7179 4.1779 0.0011 0.0011 0.5554 0 0
54 164 636 0 0 0 0 0 1.0014 0 0.9372 -0.0184 0.304 0.4622 2.5287 0.769 -0.0607 0.4609 0.6581 4.0578 7e-04 7e-04 0.4886 0 0
54 165 539 0 0 0 0 0 1.0002 0 0.9546 0.0356 0.2962 0.4339 2.8153 0.7795 0.0669 0.4504 0.6333 4.0524 0.033 0.033 0.4112 0 0
54 166 543 0 0 0 0 0 1.0007 0 0.9751 0.1629 0.2523 0.3507 2.3387 0.7807 0.0862 0.4681 0.647 4.0415 -0.1493 0.1493 0.4238 0 0
54 167 558 0 0 0 0 0 1.0004 0 0.957 -0.207 0.2728 0.3488 1.8088 0.7392 -0.1246 0.4884 0.7014 4.02 -0.1423 0.1423 0.3776 0 0
54 168 584 0 0 0 0 0 1.0012 0 0.965 -0.1544 0.3309 0.4432 2.5661 0.7813 -0.0406 0.4563 0.5926 4.1378 -0.0704 0.0704 0.4722 0 0
54 169 629 0 0 0 0 0 1.0004 0 0.9416 0.0064 0.2558 0.3265 1.7167 0.81 -0.034 0.4338 0.6131 4.0636 0.0729 0.0729 0.4146 0 0
54 170 644 0 0 0 0 0 1.0002 0 0.9727 -0.0866 0.2985 0.3777 2.3492 0.7672 -0.0504 0.5196 0.7077 4.0681 -0.1959 0.1959 0.4444 0 0
54 171 624 0 0 0 0 0 1.0006 0 0.9788 -0.0599 0.2122 0.2565 1.7374 0.8166 0.0199 0.4294 0.5971 4.1215 -0.0894 0.0894 0.4634 0 0
54 172 647 0 0 0 0 0 1.0001 0 0.9613 0.1776 0.2632 0.3169 2.4533 0.7581 0.1212 0.4755 0.652 4.0638 -0.0769 0.0769 0.457 0 0
54 173 621 0 0 0 0 0 1.001 0 0.945 0.1593 0.302 0.4437 2.4052 0.7012 0.132 0.5133 0.7144 4.1621 0.1322 0.1322 0.538 0 0
54 174 590 0 0 0 0 0 1.0012 0 0.9673 -0.0031 0.247 0.32 2.6146 0.7516 -0.0044 0.4683 0.6446 4.1183 0.0074 0.0074 0.4662 0 0
54 175 622 0 0 0 0 0 1.0005 0 0.9734 -0.0449 0.1546 0.2073 1.7056 0.7854 -0.0803 0.4367 0.6004 4.0957 0.2191 0.2191 0.4174 0 0
54 176 609 0 0 0 0 0 1.0003 0 0.8721 -0.3108 0.4235 0.7021 2.557 0.7035 -0.086 0.4882 0.653 4.2101 0.0168 0.0168 0.5346 0 0
54 177 603 0 0 0 0 0 1.001 0 0.9539 0.2356 0.3086 0.4669 2.6312 0.7271 0.1446 0.5291 0.7204 4.0453 0.075 0.075 0.4688 0 0
54 178 622 0 0 0 0 0 1.0002 0 0.9445 0.1914 0.2981 0.3883 1.8648 0.7571 0.0717 0.4959 0.6839 4.0731 0.0384 0.0384 0.4119 0 0
54 179 666 0 0 0 0 0 1.0011 0 0.9708 0.0192 0.1556 0.2163 1.8053 0.8354 0.0289 0.4018 0.5525 4.0931 -0.1663 0.1663 0.4438 0 0
54 180 594 0 0 0 0 0 1.0007 0 0.9127 0.2873 0.3658 0.5372 2.5896 0.7885 0.0565 0.4744 0.6326 4.0867 -0.0109 0.0109 0.4564 0 0
54 181 596 0 0 0 0 0 1.0007 0 0.9742 -0.0089 0.2145 0.2598 2.256 0.7718 0.0993 0.4515 0.6444 4.121 0.1119 0.1119 0.5159 0 0
54 182 615 0 0 0 0 0 1.0012 0 0.9604 -0.0489 0.214 0.3033 1.9935 0.7147 -0.0492 0.49 0.6909 4.0921 -0.1781 0.1781 0.4358 0 0
54 183 653 0 0 0 0 0 1.0005 0 0.9553 0.1277 0.2666 0.3253 1.6612 0.8304 0.0782 0.4295 0.576 4.0432 -0.0977 0.0977 0.43 0 0
54 184 602 0 0 0 0 0 1.0003 0 0.9614 -0.023 0.2607 0.3646 2.3932 0.7245 -0.0185 0.4817 0.6651 4.074 -0.0066 0.0066 0.4516 0 0
54 185 644 0 0 0 0 0 1.0011 0 0.9682 -0.0033 0.1773 0.2153 1.5855 0.8057 -0.0131 0.4223 0.5959 4.0955 0.0719 0.0719 0.4454 0 0
54 186 630 0 0 0 0 0 1.0004 0 0.9722 -0.1346 0.3394 0.4456 2.2507 0.7447 -0.0164 0.5207 0.7055 4.0925 -0.1778 0.1778 0.465 0 0
54 187 660 0 0 0 0 0 1.0013 0 0.9742 0.1585 0.2169 0.2944 1.9477 0.7691 0.0716 0.4564 0.6513 4.0522 0.2229 0.2229 0.4057 0 0
54 188 585 0 0 0 0 0 1.0005 0 0.9747 -0.0194 0.1711 0.1988 1.6492 0.7221 -0.0599 0.498 0.668 4.0535 -0.1001 0.1001 0.4644 0 0
54 189 560 0 0 0 0 0 1.0012 0 0.9157 -0.1393 0.3082 0.4407 1.9062 0.8011 -0.0307 0.4466 0.6081 4.1067 -0.0925 0.0925 0.4482 0 0
54 190 633 0 0 0 0 0 1.0001 0 0.947 0.1816 0.2952 0.4434 2.5692 0.802 0.1096 0.4412 0.5825 4.0544 -0.0149 0.0149 0.4388 0 0
54 191 587 0 0 0 0 0 1.001 0 0.9595 -0.1363 0.2674 0.3504 1.7788 0.7838 -0.0928 0.4682 0.6263 4.0321 0.1774 0.1774 0.4411 0 0
54 192 550 0 0 0 0 0 1.0003 0 0.9697 0.0311 0.2343 0.299 1.9577 0.7867 0.0308 0.4488 0.6125 4.0915 0.1621 0.1621 0.4809 0 0
54 193 621 0 0 0 0 0 1.0002 0 0.9559 -0.0548 0.2716 0.3484 1.7438 0.7805 -0.0754 0.4318 0.5982 4.1187 -0.2027 0.2027 0.4597 0 0
54 194 623 0 0 0 0 0 1.0005 0 0.9768 0.0673 0.2024 0.2768 2.4471 0.8298 -0.0255 0.4248 0.5651 4.184 0.0045 0.0045 0.4434 0 0
54 195 625 0 0 0 0 0 1.0006 0 0.965 -0.1596 0.3855 0.5333 2.6879 0.7638 -0.0684 0.521 0.6795 4.1168 0.1141 0.1141 0.4466 0 0
54 196 633 0 0 0 0 0 1.0012 0 0.9552 -0.0806 0.3215 0.3785 2.2668 0.83 -0.1225 0.4364 0.5878 4.0924 -0.1603 0.1603 0.4538 0 0
54 197 624 0 0 0 0 0 1.0005 0 0.9339 0.0805 0.276 0.3927 2.3591 0.788 0.0257 0.4597 0.6318 4.0592 0.1465 0.1465 0.4225 0 0
54 198 614 0 0 0 0 0 1.0006 0 0.9518 -0.0039 0.2824 0.3116 1.5678 0.8294 -0.1057 0.4109 0.583 4.0937 -0.09 0.09 0.4328 0 0
54 199 625 0 0 0 0 0 1.0008 0 0.9754 -0.1185 0.2035 0.2553 1.8334 0.8485 -0.0099 0.3955 0.5658 4.1265 -0.0229 0.0229 0.4148 0 0
54 200 553 0 0 0 0 0 1.0015 0 0.9748 0.1919 0.2788 0.3831 2.531 0.8142 0.1626 0.4542 0.5928 4.1326 -0.0249 0.0249 0.4428 0 0
54 201 607 0 0 0 0 0 1.0007 0 0.9095 0.169 0.2623 0.4207 2.4574 0.8018 0.0318 0.423 0.597 4.036 -0.0556 0.0556 0.4459 0 0
54 202 635 0 0 0 0 0 1.001 0 0.949 0.0952 0.2458 0.3056 1.8777 0.7635 0.0962 0.4622 0.6589 4.0919 0.0979 0.0979 0.4644 0 0
54 203 642 0 0 0 0 0 1.0001 0 0.9694 -0.0623 0.2835 0.3406 2.3516 0.8033 -0.0406 0.4626 0.6212 4.0783 -0.0787 0.0787 0.4197 0 0
54 204 628 0 0 0 0 0 1.0006 0 0.9707 -0.0518 0.2334 0.325 2.0153 0.7761 0.0049 0.4521 0.61 4.0434 0.039 0.039 0.4366 0 0
54 205 504 0 0 0 0 0 1.002 0 0.9427 0.0607 0.2977 0.4573 2.6577 0.7911 -0.0826 0.4339 0.5573 4.1471 0.094 0.094 0.487 0 0
54 206 654 0 0 0 0 0 1.0003 0 0.9656 -0.1818 0.278 0.3512 2.2438 0.7542 -0.1333 0.465 0.6491 4.0596 -0.1677 0.1677 0.4361 0 0
54 207 571 0 0 0 0 0 1.0012 0 0.9583 0.11 0.1935 0.2675 2.2055 0.7097 0.056 0.5636 0.7443 4.11 0.1601 0.1601 0.48 0 0
54 208 626 0 0 0 0 0 1.0008 0 0.9515 -0.0704 0.2885 0.3294 1.6712 0.7566 -0.0651 0.5093 0.6939 4.1462 0.1396 0.1396 0.4555 0 0
54 209 557 0 0 0 0 0 1.001 0 0.9472 0.0183 0.2903 0.3958 2.1659 0.8186 0.0643 0.3974 0.5509 4.104 -0.0355 0.0355 0.4171 0 0
54 210 613 0 0 0 0 0 1.0008 0 0.9694 -0.0284 0.2621 0.3503 2.2926 0.7117 -0.0501 0.4761 0.6585 4.0433 -0.0744 0.0744 0.5047 0 0
54 211 602 0 0 0 0 0 1.0003 0 0.8956 0.1109 0.3221 0.38 1.5096 0.7244 0.0395 0.4938 0.6909 4.0531 0.0178 0.0178 0.4323 0 0
54 212 577 0 0 0 0 0 1.001 0 0.9638 0.1032 0.2652 0.3452 2.4167 0.774 0.1229 0.4544 0.6293 4.0992 0.0326 0.0326 0.484 0 0
54 213 604 0 0 0 0 0 1.0005 0 0.948 0.1943 0.2729 0.484 2.6279 0.7232 0.1063 0.4955 0.6956 4.2718 -0.0312 0.0312 0.5611 0 0
54 214 605 0 0 0 0 0 1.0011 0 0.9624 -0.1093 0.2954 0.396 2.1576 0.7668 -0.1194 0.4791 0.6671 4.0338 0.0783 0.0783 0.4197 0 0
54 215 654 0 0 0 0 0 1.0005 0 0.9194 -0.0877 0.272 0.3741 2.0438 0.7985 -0.0184 0.4168 0.5781 4.0578 -0.0603 0.0603 0.4473 0 0
54 216 613 0 0 0 0 0 1.0004 0 0.942 0.069 0.2288 0.2794 1.799 0.7953 -0.0094 0.4339 0.5932 4.086 -0.1494 0.1494 0.4585 0 0
54 217 506 0 0 0 0 0 1.0006 0 0.9667 0.0164 0.2257 0.2867 2.4256 0.7902 0.0256 0.4276 0.5808 4.0314 0.0085 0.0085 0.4199 0 0
54 218 627 0 0 0 0 0 1.0002 0 0.9652 0.1677 0.2844 0.3154 2.2271 0.7727 0.1602 0.4803 0.6548 4.0092 -0.1627 0.1627 0.3999 0 0
54 219 617 0 0 0 0 0 1.0014 0 0.9542 -0.1459 0.3509 0.5237 2.5354 0.7628 -0.0832 0.4909 0.6663 4.0521 0.1948 0.1948 0.422 0 0
54 220 644 0 0 0 0 0 1.0001 0 0.952 6e-04 0.2126 0.2747 1.5691 0.8032 -0.007 0.45 0.6216 4.0715 -0.0064 0.0064 0.4178 0 0
54 221 560 0 0 0 0 0 1.0007 0 0.9466 -0.0101 0.2643 0.3736 2.1773 0.7446 -0.0985 0.4707 0.6685 4.2371 -0.0876 0.0876 0.5098 0 0
54 222 603 0 0 0 0 0 1.0006 0 0.9441 0.0125 0.2816 0.4047 2.1376 0.7277 0.0094 0.4621 0.6306 4.0633 0.007 0.007 0.5214 0 0
54 223 597 0 0 0 0 0 1.0003 0 0.939 -0.0667 0.3414 0.476 2.7547 0.7469 0.0895 0.4591 0.6548 4.1476 -0.044 0.044 0.4523 0 0
54 224 684 0 0 0 0 0 1 0 0.9578 0.0325 0.2097 0.2367 1.6615 0.7545 0.0949 0.4534 0.6112 4.0993 0.0617 0.0617 0.4337 0 0
54 225 586 0 0 0 0 0 1.0002 0 0.9288 -0.223 0.3165 0.4021 2.0719 0.7284 -0.1868 0.5067 0.7243 4.045 -0.1283 0.1283 0.4489 0 0
54 226 624 0 0 0 0 0 1.0006 0 0.9541 0.0844 0.3025 0.3814 2.0944 0.8088 0.0074 0.378 0.5236 4.1119 -0.0967 0.0967 0.4869 0 0
54 227 609 0 0 0 0 0 1.0001 0 0.9383 -0.0207 0.2764 0.4675 2.4318 0.7993 -0.1009 0.4289 0.5667 4.0772 0.0793 0.0793 0.4394 0 0
54 228 594 0 0 0 0 0 1.0003 0 0.9726 -0.2125 0.2986 0.387 1.9656 0.7565 -0.0963 0.4654 0.6368 4.2717 -0.0259 0.0259 0.4933 0 0
54 229 593 0 0 0 0 0 1.0002 0 0.9477 0.1418 0.2901 0.4086 2.3662 0.7663 0.1121 0.4713 0.6723 4.1694 -0.0747 0.0747 0.4491 0 0
54 230 618 0 0 0 0 0 1.0001 0 0.9466 -0.1788 0.2806 0.4368 2.7484 0.7274 -0.087 0.4715 0.6366 4.0495 -0.0555 0.0555 0.4627 0 0
54 231 623 0 0 0 0 0 1.0004 0 0.8447 -0.2631 0.4767 0.7397 2.8081 0.7129 -0.0873 0.4833 0.6695 4.0264 0.059 0.059 0.4684 0 0
54 232 621 0 0 0 0 0 1.0001 0 0.9541 -0.0398 0.3022 0.3982 2.1337 0.7684 -0.0431 0.4533 0.6434 4.1069 -0.1573 0.1573 0.4431 0 0
54 233 658 0 0 0 0 0 1.0008 0 0.9652 0.0308 0.3974 0.5356 2.3585 0.8276 0.0471 0.4525 0.5961 4.0057 -0.0586 0.0586 0.379 0 0
54 234 581 0 0 0 0 0 1.0002 0 0.9384 0.0496 0.1998 0.3237 1.5864 0.7594 -0.0252 0.4318 0.593 4.0193 0.0965 0.0965 0.437 0 0
54 235 647 0 0 0 0 0 1.0004 0 0.9607 -0.0639 0.1945 0.2413 1.7259 0.7793 0.0171 0.4768 0.6547 4.0478 -0.0393 0.0393 0.4185 0 0
54 236 602 0 0 0 0 0 1.0002 0 0.9722 -0.1307 0.2021 0.2793 2.0221 0.7985 -0.0346 0.449 0.6053 4.1294 0.0292 0.0292 0.472 0 0
54 237 586 0 0 0 0 0 1.0009 0 0.9448 0.0476 0.2909 0.3947 2.4396 0.7604 -0.0799 0.4378 0.6232 4.0477 -0.1878 0.1878 0.4545 0 0
54 238 637 0 0 0 0 0 1.0001 0 0.9478 -0.0541 0.2786 0.3731 2.5505 0.7763 0.0094 0.4597 0.6131 4.0618 0.0327 0.0327 0.4696 0 0
54 239 639 0 0 0 0 0 1.0006 0 0.9635 -2e-04 0.2232 0.3251 2.3129 0.8008 -0.0246 0.4254 0.5747 4.1353 0.1293 0.1293 0.4678 0 0
54 240 574 0 0 0 0 0 1.0002 0 0.9339 0.405 0.5514 0.8848 3.05 0.8147 0.1693 0.483 0.6193 4.1388 0.0566 0.0566 0.4538 0 0
54 241 622 0 0 0 0 0 1.0005 0 0.9655 0.0751 0.2352 0.334 2.0621 0.7634 0.0262 0.4566 0.6381 4.0976 0.0571 0.0571 0.4559 0 0
54 242 599 0 0 0 0 0 1.001 0 0.9673 -0.0375 0.2152 0.2933 2.206 0.7062 0.016 0.4614 0.6803 4.1195 -0.0537 0.0537 0.4557 0 0
54 243 618 0 0 0 0 0 1.0003 0 0.9287 -0.1081 0.2784 0.3473 1.546 0.7726 -0.1214 0.5041 0.697 3.9994 -0.1105 0.1105 0.4282 0 0
54 244 537 0 0 0 0 0 1.0003 0 0.9274 -0.1179 0.3291 0.4824 2.8232 0.7847 0.0073 0.4275 0.5725 4.0257 0.085 0.085 0.4789 0 0
54 245 636 0 0 0 0 0 1.0021 0 0.9195 0.0461 0.3887 0.5062 2.757 0.7637 -0.0367 0.4485 0.6299 4.0827 0.1981 0.1981 0.5045 0 0
54 246 638 0 0 0 0 0 1.0003 0 0.9424 -0.1362 0.2901 0.5387 2.9589 0.796 -0.055 0.4378 0.5686 4.2349 -0.0204 0.0204 0.5506 0 0
54 247 610 0 0 0 0 0 1.0004 0 0.9692 0.0322 0.277 0.3506 2.3214 0.8054 -0.0255 0.4357 0.5917 4.1028 -0.0416 0.0416 0.4231 0 0
54 248 589 0 0 0 0 0 1.0003 0 0.9577 -0.1077 0.277 0.3936 2.2958 0.7577 -0.1506 0.4742 0.6672 4.0579 0.0693 0.0693 0.4093 0 0
54 249 566 0 0 0 0 0 1.0002 0 0.9623 -0.0416 0.2005 0.2698 1.5638 0.8056 -0.0095 0.395 0.5387 3.9913 -0.104 0.104 0.405 0 0
54 250 611 0 0 0 0 0 1.0009 0 0.962 -0.002 0.2073 0.2715 1.826 0.7824 0.0585 0.4307 0.5778 4.0884 0.0782 0.0782 0.4419 0 0
54 251 556 0 0 0 0 0 1.0005 0 0.9527 0.0705 0.2909 0.361 2.1382 0.7888 0.1196 0.4644 0.6458 4.1279 -0.0629 0.0629 0.4529 0 0
54 252 627 0 0 0 0 0 1.0012 0 0.963 -0.1372 0.4573 0.6684 2.7903 0.8088 0.0552 0.4887 0.6311 4.0507 -0.1711 0.1711 0.4346 0 0
54 253 627 0 0 0 0 0 1.001 0 0.9638 -0.0915 0.3149 0.3723 2.7358 0.7921 -0.0572 0.421 0.555 4.0338 -0.0677 0.0677 0.43 0 0
54 254 565 0 0 0 0 0 1.0002 0 0.9741 0.0262 0.1866 0.246 2.3016 0.792 0.0068 0.4218 0.6125 4.06 -0.0767 0.0767 0.4312 0 0
54 255 574 0 0 0 0 0 1.0004 0 0.933 -0.2636 0.4023 0.609 2.7835 0.7601 -0.0833 0.5064 0.6539 4.1009 -0.0323 0.0323 0.5078 0 0
54 256 580 0 0 0 0 0 1.0007 0 0.9373 0.1556 0.2362 0.3403 1.9603 0.7348 0.0071 0.5043 0.6751 4.0375 -0.0155 0.0155 0.4437 0 0
54 257 627 0 0 0 0 0 1.0002 0 0.9162 0.3406 0.4924 0.6975 2.7413 0.8064 0.152 0.4831 0.627 4.0622 -0.0379 0.0379 0.4353 0 0
54 258 591 0 0 0 0 0 1.0006 0 0.9722 0.1345 0.2485 0.3083 2.5852 0.7556 0.028 0.4634 0.6023 4.0592 -0.1426 0.1426 0.4347 0 0
54 259 663 0 0 0 0 0 1.0003 0 0.9765 0.0768 0.1855 0.2487 2.2312 0.8088 0.0422 0.4309 0.5824 4.0748 0.1269 0.1269 0.4178 0 0
54 260 621 0 0 0 0 0 1.0005 0 0.9747 0.0197 0.1959 0.2667 1.6605 0.8099 -0.0182 0.4333 0.6052 4.0886 0.112 0.112 0.441 0 0
54 261 640 0 0 0 0 0 1.0001 0 0.9652 0.0687 0.2352 0.2786 2.1811 0.7971 0.0509 0.4568 0.5896 4.0775 0.0852 0.0852 0.4402 0 0
54 262 655 0 0 0 0 0 1.0007 0 0.9461 -0.1479 0.266 0.3457 1.8357 0.8608 -0.0995 0.3859 0.4983 4.0602 -0.0981 0.0981 0.4067 0 0
54 263 595 0 0 0 0 0 1.0011 0 0.9454 0.0318 0.2968 0.4183 2.0275 0.7106 -0.0174 0.524 0.7502 4.0228 0.1259 0.1259 0.4083 0 0
54 264 627 0 0 0 0 0 1.0006 0 0.9233 0.0535 0.2976 0.42 1.6963 0.8179 0.0298 0.454 0.6134 4.0383 0.0185 0.0185 0.4098 0 0
54 265 585 0 0 0 0 0 1.0002 0 0.9606 -0.1862 0.2575 0.3232 2.3946 0.7354 -0.1229 0.5141 0.7008 4.044 0.0534 0.0534 0.4738 0 0
54 266 576 0 0 0 0 0 1.0003 0 0.9392 -0.0385 0.2899 0.3426 1.9531 0.7527 0.0302 0.4612 0.6403 4.028 -0.1052 0.1052 0.4109 0 0
54 267 627 0 0 0 0 0 1.0007 0 0.9385 0.1652 0.3527 0.5523 2.8103 0.7648 -0.0043 0.47 0.6189 4.1547 -0.1529 0.1529 0.4732 0 0
54 268 631 0 0 0 0 0 1.0004 0 0.9268 0.2918 0.3929 0.6025 2.8842 0.762 0.0502 0.477 0.6458 4.1289 0.1472 0.1472 0.541 0 0
54 269 627 0 0 0 0 0 1.0003 0 0.9244 0.2059 0.3724 0.5781 2.6621 0.7885 0.0468 0.4202 0.5683 4.0748 0.0878 0.0878 0.4367 0 0
54 270 595 0 0 0 0 0 1.0003 0 0.9651 0.1624 0.277 0.3834 2.347 0.8058 0.1424 0.4863 0.6336 4.0632 0.0904 0.0904 0.4816 0 0
54 271 649 0 0 0 0 0 1.0001 0 0.974 0.0938 0.2231 0.2918 2.128 0.7633 0.1107 0.442 0.6309 4.0861 0.1115 0.1115 0.4303 0 0
54 272 633 0 0 0 0 0 1.0006 0 0.9648 -0.0357 0.2148 0.253 1.5652 0.8067 -0.0397 0.443 0.599 4.1997 0.0112 0.0112 0.4631 0 0
54 273 597 0 0 0 0 0 1.001 0 0.9671 -0.0149 0.2162 0.2586 1.699 0.801 -0.0577 0.4177 0.5579 4.0856 -0.0781 0.0781 0.4727 0 0
54 274 556 0 0 0 0 0 1.0003 0 0.9611 0.0922 0.3242 0.4013 2.4816 0.7205 0.0796 0.5459 0.7269 4.0529 -0.1127 0.1127 0.4743 0 0
54 275 626 0 0 0 0 0 1.001 0 0.9684 0.065 0.2388 0.3467 2.6202 0.7211 0.0078 0.489 0.6974 4.1065 -0.1454 0.1454 0.4061 0 0
54 276 498 0 0 0 0 0 1.0008 0 0.9399 0.0244 0.2972 0.3692 2.0835 0.7539 0.0093 0.4405 0.6152 4.0191 0.1039 0.1039 0.4683 0 0
54 277 605 0 0 0 0 0 1.0002 0 0.9267 -0.1762 0.3249 0.5335 2.8237 0.7812 -0.1309 0.4189 0.5823 4.1237 -0.1469 0.1469 0.4383 0 0
54 278 624 0 0 0 0 0 1.0004 0 0.9612 0.0402 0.2797 0.4223 2.5801 0.7746 -0.0791 0.4494 0.6227 4.0835 -0.0235 0.0235 0.4266 0 0
54 279 647 0 0 0 0 0 1.0009 0 0.9683 -0.0774 0.285 0.3282 1.8616 0.783 -0.0318 0.4526 0.6399 4.0898 -0.0699 0.0699 0.4415 0 0
54 280 599 0 0 0 0 0 1.0005 0 0.9713 -0.039 0.2143 0.3363 2.5038 0.7753 -0.0805 0.4374 0.605 4.3063 0.0468 0.0468 0.5657 0 0
54 281 628 0 0 0 0 0 1.0007 0 0.9545 -0.0229 0.3194 0.4856 2.5295 0.7647 0.0582 0.4448 0.616 4.0102 0.0607 0.0607 0.456 0 0
54 282 652 0 0 0 0 0 1.0006 0 0.9662 -0.0819 0.2077 0.3093 2.1319 0.8323 -0.0527 0.421 0.5821 4.0562 -0.1814 0.1814 0.419 0 0
54 283 581 0 0 0 0 0 1.0004 0 0.9726 0.1389 0.2729 0.4391 2.7016 0.788 0.0584 0.4845 0.6403 4.0398 -0.0029 0.0029 0.4274 0 0
54 284 655 0 0 0 0 0 1.0007 0 0.9445 0.1325 0.2711 0.3586 1.7038 0.8056 0.0979 0.4421 0.5859 4.0573 -0.0929 0.0929 0.4037 0 0
54 285 615 0 0 0 0 0 1.0007 0 0.9727 -0.0401 0.1708 0.2055 1.3911 0.8171 -0.0139 0.4277 0.5767 4.1838 0.0251 0.0251 0.4599 0 0
54 286 614 0 0 0 0 0 1.0003 0 0.911 -0.2447 0.3247 0.597 2.8966 0.7749 -0.0641 0.4765 0.6584 4.0473 -0.1988 0.1988 0.4026 0 0
54 287 652 0 0 0 0 0 1.0012 0 0.9342 -0.0625 0.2905 0.3947 2.0167 0.8129 -0.109 0.4249 0.5745 4.3166 0.1296 0.1296 0.4689 0 0
54 288 625 0 0 0 0 0 1.0016 0 0.9643 0.033 0.2221 0.3795 2.257 0.7788 -0.0827 0.4825 0.6138 4.0421 0.1117 0.1117 0.4799 0 0
54 289 570 0 0 0 0 0 1.0003 0 0.9542 -0.0267 0.2951 0.4098 2.5408 0.8058 0.0259 0.4574 0.5946 4.1762 -0.0442 0.0442 0.464 0 0
54 290 614 0 0 0 0 0 1.0007 0 0.955 -0.0383 0.2814 0.3528 1.9544 0.7556 -0.0207 0.4951 0.704 4.0818 0.074 0.074 0.4402 0 0
54 291 609 0 0 0 0 0 1.0006 0 0.9378 0.1901 0.2781 0.3554 1.9829 0.7764 0.0339 0.5023 0.6635 4.1108 -0.2104 0.2104 0.4625 0 0
54 292 593 0 0 0 0 0 1.0004 0 0.9734 -0.0407 0.1662 0.22 1.6946 0.753 0.1141 0.4864 0.702 4.0465 -0.1531 0.1531 0.4685 0 0
54 293 599 0 0 0 0 0 1.0011 0 0.9421 0.002 0.3055 0.3782 1.9146 0.7907 0.0253 0.4602 0.5937 4.0645 -0.0756 0.0756 0.4229 0 0
54 294 664 0 0 0 0 0 1.0006 0 0.889 -0.0336 0.2885 0.3302 1.2682 0.8193 -0.0641 0.3941 0.5513 4.0545 -0.1286 0.1286 0.4144 0 0
54 295 577 0 0 0 0 0 1.0003 0 0.9417 0.098 0.3246 0.4536 2.5128 0.7485 -2e-04 0.4668 0.6301 4.1576 -0.0584 0.0584 0.484 0 0
54 296 627 0 0 0 0 0 1.0003 0 0.9187 -0.1475 0.3456 0.5337 2.7502 0.8177 -0.0055 0.4046 0.5488 4.0857 -0.1258 0.1258 0.4362 0 0
