cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.cover beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.cover theta.CI attra.cor attra.bias attra.abbias attra.rmse attra.cover attra.CI lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover lambda.CI pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover pvar.CI sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover sigma2.CI corrupt efficiency
1 57 373 0 0 0 0 0 1.0021 0 0.8755 -0.629 0.6321 0.8158 0.75 1.7975 0.903 -0.4632 0.6303 0.7527 0.9 2.5346 0.9699 -0.5423 0.5423 0.5981 0.75 1.6032 -0.0664 0.0664 NA NA 1 0.5795 0.043 0.043 0.043 1.043 1 1.3656 0.0137 0.0137 0.0137 1.0137 1 1.3196 0 0
1 58 390 0 0 0 0 0 1.0033 0 0.9436 0.0086 0.2484 0.3109 1 1.7118 0.8824 0.0184 0.4719 0.6007 0.96 2.3465 0.8973 0.0788 0.2471 0.3508 0.94 1.5139 -0.0731 0.0731 NA NA 1 0.6178 -0.2133 0.2133 -0.2133 0.7867 1 1.0239 -0.2367 0.2367 -0.2367 0.7633 1 1.0162 0 0
1 59 501 0 0 0 0 0 1.0043 0 0.8003 -0.3113 0.4455 0.5257 0.8333 1.6925 0.8643 -0.2336 0.5631 0.7101 0.9 2.2791 0.9211 -0.2276 0.3533 0.4097 1 1.6482 0.1563 0.1563 NA NA 1 0.6696 -0.226 0.226 -0.226 0.774 1 1.0935 -0.2716 0.2716 -0.2716 0.7284 1 1.0286 0 0
1 60 614 0 0 0 0 0 1.0038 0 0.9554 0.2155 0.2927 0.3534 1 1.7427 0.9024 0.2614 0.4685 0.5981 0.95 2.5051 0.8916 0.1843 0.3628 0.4544 1 2.0842 0.4079 0.4079 NA NA 0 0.5837 0.3828 0.3828 0.3828 1.3828 1 1.9214 0.0968 0.0968 0.0968 1.0968 1 1.4165 0 0
1 61 454 0 0 0 0 0 1.0026 0 0.9556 -0.4899 0.504 0.6188 0.9167 1.8388 0.8769 -0.5431 0.6513 0.8225 0.91 2.6742 0.9254 -0.5726 0.5726 0.6899 0.69 1.6608 -0.0541 0.0541 NA NA 1 0.6148 0.4448 0.4448 0.4448 1.4448 1 1.7909 0.4072 0.4072 0.4072 1.4072 1 1.7504 0 0
1 62 420 0 0 0 0 0 1.005 0 0.9004 -0.3396 0.3535 0.4665 0.9167 1.7419 0.917 -0.3682 0.5369 0.6353 0.96 2.3517 0.893 -0.2724 0.3181 0.4323 0.87 1.5992 0.0102 0.0102 NA NA 1 0.6433 -0.3102 0.3102 -0.3102 0.6898 1 1.0171 -0.3293 0.3293 -0.3293 0.6707 1 0.9793 0 0
1 63 530 0 0 0 0 0 1.002 0 0.8983 1.1489 1.1489 1.3609 0.5 1.8998 0.8946 0.8634 0.9041 1.0536 0.72 2.5027 0.9868 0.845 0.845 0.8536 0.46 1.7671 0.1734 0.1734 NA NA 1 0.7027 -0.2229 0.2229 -0.2229 0.7771 1 1.2049 -0.2775 0.2775 -0.2775 0.7225 1 1.0786 0 0
1 64 544 0 0 0 0 0 1.0039 0 0.9078 0.3098 0.358 0.4502 0.9167 1.6797 0.8667 0.2203 0.5421 0.6544 0.94 2.1996 0.8545 0.0687 0.2904 0.3756 0.89 1.4388 -0.0957 0.0957 NA NA 1 0.7434 -0.4554 0.4554 -0.4554 0.5446 1 0.7798 -0.4796 0.4796 -0.4796 0.5204 0 0.7564 0 0
1 65 410 0 0 0 0 0 1.0034 0 0.8982 -1.1753 1.1753 1.2297 0.1667 1.8031 0.8564 -0.976 1.0217 1.1723 0.6 2.4901 0.9549 -0.9707 0.9707 0.9952 0.18 1.5883 -0.1302 0.1302 NA NA 1 0.7382 -0.2857 0.2857 -0.2857 0.7143 1 1.0438 -0.3239 0.3239 -0.3239 0.6761 1 0.9997 0 0
1 66 370 0 0 0 0 0 1.0062 0 0.9121 -1.1872 1.1872 1.4542 0.4167 2.0951 0.8357 -0.6984 0.873 1.0794 0.63 2.1795 0.9762 -0.6842 0.6904 0.7867 0.49 1.4991 0.0685 0.0685 NA NA 1 0.9205 -0.6598 0.6598 -0.6598 0.3402 0 0.7425 -0.6795 0.6795 -0.6795 0.3205 0 0.6963 0 0
1 67 401 0 0 0 0 0 1.0026 0 0.938 -0.0903 0.383 0.4819 0.9167 1.7826 0.8694 -0.1727 0.5489 0.6912 0.92 2.3287 0.9662 -0.1402 0.2287 0.2884 1 1.4982 -0.0656 0.0656 NA NA 1 0.7577 -0.3328 0.3328 -0.3328 0.6672 1 0.9381 -0.3594 0.3594 -0.3594 0.6406 1 0.8989 0 0
1 68 477 0 0 0 0 0 1.0046 0 0.9306 -0.4001 0.4604 0.5564 0.9167 1.7615 0.9131 -0.4217 0.535 0.657 0.96 2.5797 0.9877 -0.5497 0.5497 0.5611 1 1.6337 -0.0741 0.0741 NA NA 1 0.6433 0.1096 0.1096 0.1096 1.1096 1 1.4178 0.0722 0.0722 0.0722 1.0722 1 1.3711 0 0
1 69 387 0 0 0 0 0 1.004 0 0.9356 -0.3867 0.4402 0.5182 0.9167 1.7257 0.925 -0.3587 0.5804 0.6967 0.91 2.2725 0.9748 -0.3307 0.3313 0.3666 1 1.4568 -0.2646 0.2646 NA NA 1 0.6137 -0.4218 0.4218 -0.4218 0.5782 1 0.8682 -0.4746 0.4746 -0.4746 0.5254 1 0.831 0 0
1 70 369 0 0 0 0 0 1.0024 0 0.9413 0.7974 0.7974 0.9006 0.5833 1.8458 0.879 0.7507 0.8306 0.9774 0.75 2.5395 0.9501 0.6919 0.6919 0.7908 0.56 1.6562 0.088 0.088 NA NA 1 0.6232 -0.0422 0.0422 -0.0422 0.9578 1 1.2589 -0.076 0.076 -0.076 0.924 1 1.1965 0 0
1 71 496 0 0 0 0 0 1.0028 0 0.9756 0.2709 0.3217 0.4334 0.9167 1.8229 0.8804 0.1292 0.4575 0.5909 0.95 2.4606 0.9716 0.0719 0.2203 0.2604 1 1.501 -0.1283 0.1283 NA NA 1 0.5924 -0.1386 0.1386 -0.1386 0.8614 1 1.1233 -0.1719 0.1719 -0.1719 0.8281 1 1.1154 0 0
1 72 697 0 0 0 0 0 1.0062 0 0.9167 0.5813 0.7578 0.8343 0.6667 1.9651 0.878 0.484 0.6422 0.7849 0.88 2.4905 0.978 0.5065 0.5122 0.6151 1 2.1069 0.4888 0.4888 NA NA 0 0.6431 0.1534 0.1534 0.1534 1.1534 1 1.9396 -0.1834 0.1834 -0.1834 0.8166 1 1.2628 0 0
1 73 529 0 0 0 0 0 1.0031 0 0.9326 0.5897 0.5897 0.7741 0.8333 1.9291 0.865 0.4875 0.6214 0.7545 0.9 2.4928 0.9444 0.5756 0.5834 0.6272 0.86 1.8527 0.2584 0.2584 NA NA 1 0.6943 -0.1094 0.1094 -0.1094 0.8906 1 1.4084 -0.2073 0.2073 -0.2073 0.7927 1 1.1708 0 0
1 74 408 0 0 0 0 0 1.007 0 0.9574 0.56 0.5605 0.6486 0.75 1.7797 0.8915 0.4587 0.5923 0.711 0.93 2.5122 0.9507 0.4409 0.4477 0.5009 0.86 1.6483 -0.0067 0.0067 NA NA 1 0.6418 -0.0155 0.0155 -0.0155 0.9845 1 1.2847 -0.0424 0.0424 -0.0424 0.9576 1 1.2525 0 0
1 75 356 0 0 0 0 0 1.0031 0 0.9488 -0.2726 0.3501 0.4109 1 1.7625 0.8471 -0.352 0.542 0.691 0.91 2.3155 0.9762 -0.4019 0.4257 0.4934 0.8 1.4026 -0.3085 0.3085 NA NA 1 0.6312 -0.2252 0.2252 -0.2252 0.7748 1 1.0693 -0.3178 0.3178 -0.3178 0.6822 1 1.0094 0 0
1 76 388 0 0 0 0 0 1.0037 0 0.9008 -0.9424 0.9424 1.0077 0.4167 1.8173 0.8407 -0.7518 0.8845 1.034 0.69 2.4393 0.9624 -0.85 0.85 0.8822 0.41 1.5216 -0.0782 0.0782 NA NA 1 0.7073 -0.2554 0.2554 -0.2554 0.7446 1 1.0098 -0.2838 0.2838 -0.2838 0.7162 1 0.983 0 0
1 77 509 0 0 0 0 0 1.003 0 0.8224 1.1521 1.1521 1.4389 0.6667 2.0659 0.8456 0.762 0.8305 0.9735 0.73 2.3418 0.9475 0.9375 0.9375 1.0488 0.42 1.6164 0.2336 0.2336 NA NA 1 0.8162 -0.4481 0.4481 -0.4481 0.5519 1 0.9281 -0.5038 0.5038 -0.5038 0.4962 1 0.8604 0 0
1 78 491 0 0 0 0 0 1.0061 0 0.9917 -0.0402 0.1296 0.1624 1 1.6807 0.8918 -0.0769 0.4311 0.5477 0.99 2.4602 0.9109 0.0676 0.2454 0.3038 1 1.7632 0.1358 0.1358 NA NA 1 0.6564 -0.0417 0.0417 -0.0417 0.9583 1 1.2938 -0.0925 0.0925 -0.0925 0.9075 1 1.1669 0 0
1 79 424 0 0 0 0 0 1.0034 0 0.8023 0.6162 0.6176 0.784 0.75 1.7517 0.8853 0.5463 0.6692 0.8065 0.84 2.3962 0.9664 0.3474 0.3474 0.3949 1 1.5526 -0.0869 0.0869 NA NA 1 0.6532 -0.2209 0.2209 -0.2209 0.7791 1 1.0621 -0.2485 0.2485 -0.2485 0.7515 1 1.0358 0 0
1 80 368 0 0 0 0 0 1.0019 0 0.9167 0.2963 0.4155 0.5557 0.8333 1.7582 0.8891 0.1865 0.5006 0.6265 0.92 2.153 0.8968 0.1745 0.3437 0.4051 0.97 1.3777 -0.2817 0.2817 NA NA 1 0.5795 -0.4681 0.4681 -0.4681 0.5319 1 0.7827 -0.524 0.524 -0.524 0.476 0 0.7083 0 0
1 81 405 0 0 0 0 0 1.0048 0 0.9108 -0.3029 0.4885 0.5948 0.9167 1.8134 0.8444 -0.3114 0.5598 0.7127 0.88 2.2699 0.9642 -0.3084 0.3145 0.378 1 1.461 -0.0975 0.0975 NA NA 1 0.7528 -0.4474 0.4474 -0.4474 0.5526 1 0.7975 -0.4722 0.4722 -0.4722 0.5278 0 0.7749 0 0
1 82 583 0 0 0 0 0 1.0009 0 0.9533 -0.3487 0.4459 0.5623 0.9167 1.7507 0.9108 -0.2798 0.5493 0.7007 0.87 2.1679 0.9327 -0.2383 0.3053 0.3546 1 1.457 -0.0281 0.0281 NA NA 1 0.7534 -0.5476 0.5476 -0.5476 0.4524 0 0.718 -0.5637 0.5637 -0.5637 0.4363 0 0.6983 0 0
1 83 496 0 0 0 0 0 1.003 0 0.9501 -0.369 0.4787 0.5389 0.8333 1.8661 0.8858 -0.4163 0.5937 0.7281 0.9 2.4475 0.9355 -0.5096 0.5105 0.6019 0.81 1.7698 0.2036 0.2036 NA NA 1 0.7165 -0.1036 0.1036 -0.1036 0.8964 1 1.3712 -0.1768 0.1768 -0.1768 0.8232 1 1.1853 0 0
1 84 377 0 0 0 0 0 1.0043 0 0.8825 0.7262 0.7278 0.7895 0.6667 1.7311 0.86 0.6831 0.8166 0.9548 0.72 2.3289 0.7958 0.5994 0.6347 0.7602 0.7 1.5923 0.1783 0.1783 NA NA 1 0.612 -0.2578 0.2578 -0.2578 0.7422 1 1.0618 -0.3039 0.3039 -0.3039 0.6961 1 0.9587 0 0
1 85 434 0 0 0 0 0 1.0027 0 0.9645 -0.216 0.2876 0.3886 0.9167 1.7477 0.918 -0.1093 0.4298 0.5569 0.97 2.4237 0.9676 -0.269 0.269 0.3302 1 1.4771 -0.2264 0.2264 NA NA 1 0.5662 -0.0939 0.0939 -0.0939 0.9061 1 1.1963 -0.1597 0.1597 -0.1597 0.8403 1 1.1373 0 0
1 86 363 0 0 0 0 0 1.0041 0 0.964 -0.4088 0.4226 0.5334 0.8333 1.7343 0.8913 -0.2717 0.533 0.6592 0.95 2.3891 0.9284 -0.483 0.4969 0.5499 0.83 1.4883 -0.1727 0.1727 NA NA 1 0.7511 -0.2192 0.2192 -0.2192 0.7808 1 1.0909 -0.2693 0.2693 -0.2693 0.7307 1 1.0882 0 0
1 87 623 0 0 0 0 0 1.0053 0 0.9167 0.219 0.4585 0.5923 0.9167 1.7854 0.861 0.0839 0.5803 0.7311 0.83 2.2464 0.9906 0.1618 0.1918 0.2431 1 1.6947 0.2646 0.2646 NA NA 1 0.6733 -0.3656 0.3656 -0.3656 0.6344 1 1.0234 -0.4365 0.4365 -0.4365 0.5635 1 0.8672 0 0
1 88 414 0 0 0 0 0 1.0045 0 0.9518 0.5581 0.5581 0.629 0.9167 1.7899 0.8669 0.5001 0.6333 0.7944 0.92 2.7209 0.9391 0.5065 0.5068 0.5618 0.96 1.9329 0.1671 0.1671 NA NA 1 0.5896 0.4156 0.4156 0.4156 1.4156 1 1.7723 0.3368 0.3368 0.3368 1.3368 1 1.5947 0 0
1 89 353 0 0 0 0 0 1.0031 0 0.904 -0.6428 0.6428 0.7541 0.8333 1.7705 0.8558 -0.5465 0.6571 0.7665 0.8 2.2051 0.9325 -0.5051 0.5051 0.5928 0.74 1.4314 -0.1391 0.1391 NA NA 1 0.7706 -0.4998 0.4998 -0.4998 0.5002 0 0.7897 -0.527 0.527 -0.527 0.473 0 0.7734 0 0
1 90 423 0 0 0 0 0 1.0025 0 0.8788 0.4237 0.4543 0.5254 1 1.7262 0.858 0.2966 0.6296 0.7409 0.94 2.3647 0.9625 0.4401 0.4571 0.5144 0.91 1.6342 0.1013 0.1013 NA NA 1 0.7004 -0.171 0.171 -0.171 0.829 1 1.1453 -0.2096 0.2096 -0.2096 0.7904 1 1.0553 0 0
1 91 418 0 0 0 0 0 1.0053 0 0.8905 -0.3816 0.5216 0.6691 0.9167 1.8795 0.8815 -0.4705 0.584 0.7538 0.91 2.6144 0.9303 -0.4115 0.4157 0.4876 0.95 1.7589 0.0747 0.0747 NA NA 1 0.6688 0.2024 0.2024 0.2024 1.2024 1 1.6174 0.1581 0.1581 0.1581 1.1581 1 1.5119 0 0
1 92 234 0 0 0 0 0 1.0037 0 0.9636 0.0289 0.5776 0.7298 0.9167 1.9349 0.8776 0.1406 0.6373 0.7843 0.87 2.2828 0.8899 -0.1369 0.5336 0.5983 0.69 1.3964 0.0409 0.0409 NA NA 1 0.6587 -0.4222 0.4222 -0.4222 0.5778 1 0.8517 -0.4398 0.4398 -0.4398 0.5602 1 0.8343 0 0
1 93 376 0 0 0 0 0 1.0033 0 0.9448 0.075 0.3213 0.4321 1 1.8617 0.879 0.0971 0.4141 0.5397 0.98 2.5633 0.8806 0.0902 0.3323 0.3758 1 1.7353 0.0304 0.0304 NA NA 1 0.699 0.1082 0.1082 0.1082 1.1082 1 1.4483 0.0695 0.0695 0.0695 1.0695 1 1.3914 0 0
1 94 531 0 0 0 0 0 1.0018 0 0.9329 -0.2306 0.3476 0.4492 0.9167 1.6802 0.8431 -0.3535 0.5731 0.7308 0.91 2.3023 0.9113 -0.2013 0.2583 0.3543 1 1.4523 -0.2066 0.2066 NA NA 1 0.6243 -0.2726 0.2726 -0.2726 0.7274 1 0.9476 -0.3214 0.3214 -0.3214 0.6786 1 0.9009 0 0
1 95 393 0 0 0 0 0 1.0035 0 0.9451 0.1388 0.3165 0.4297 0.9167 1.8723 0.8772 0.1205 0.4827 0.5984 0.98 2.3984 0.9207 0.1551 0.2872 0.322 1 1.5591 -0.0055 0.0055 NA NA 1 0.7493 -0.2519 0.2519 -0.2519 0.7481 1 1.1283 -0.2789 0.2789 -0.2789 0.7211 1 1.0677 0 0
1 96 501 0 0 0 0 0 1.004 0 0.9482 -0.3846 0.4118 0.4853 0.9167 1.7475 0.858 -0.3817 0.5761 0.7426 0.91 2.3758 0.9388 -0.3883 0.4072 0.4606 1 1.7658 0.2552 0.2552 NA NA 1 0.6192 -0.1934 0.1934 -0.1934 0.8066 1 1.2128 -0.2754 0.2754 -0.2754 0.7246 1 1.0093 0 0
1 97 515 0 0 0 0 0 1.0035 0 0.9016 -0.4808 0.5474 0.641 0.8333 1.7425 0.8661 -0.3854 0.5765 0.7116 0.88 2.271 0.9465 -0.3249 0.3249 0.397 1 1.5839 0.1109 0.1109 NA NA 1 0.7558 -0.3928 0.3928 -0.3928 0.6072 1 0.9418 -0.425 0.425 -0.425 0.575 1 0.8724 0 0
1 98 470 0 0 0 0 0 1.0033 0 0.9356 0.0919 0.3073 0.4297 0.9167 1.7517 0.872 -0.0741 0.5347 0.6819 0.91 2.234 0.9566 -0.1896 0.2341 0.2819 1 1.422 -0.3754 0.3754 NA NA 0 0.6814 -0.4235 0.4235 -0.4235 0.5765 1 0.8593 -0.5235 0.5235 -0.5235 0.4765 0 0.755 0 0
1 99 421 0 0 0 0 0 1.0071 0 0.8912 -0.127 0.2987 0.3961 1 1.7005 0.9072 -0.1991 0.4922 0.6082 0.97 2.488 0.985 -0.3167 0.3167 0.348 1 1.7195 0.094 0.094 NA NA 1 0.6049 0.047 0.047 0.047 1.047 1 1.3623 0.0089 0.0089 0.0089 1.0089 1 1.3079 0 0
1 100 757 0 0 0 0 0 1.0045 0 0.9198 0.5764 0.5912 0.6464 0.9167 1.8539 0.875 0.7315 0.7928 0.9363 0.84 2.7287 0.9518 0.9139 0.9139 0.9449 0.66 2.0918 0.3245 0.3245 NA NA 0 0.5905 0.268 0.268 0.268 1.268 1 1.8603 0.0888 0.0888 0.0888 1.0888 1 1.5054 0 0
1 101 486 0 0 0 0 0 1.0042 0 0.945 0.1575 0.2671 0.3155 1 1.6894 0.8781 0.2515 0.5244 0.6644 0.92 2.3085 0.7504 0.0622 0.4291 0.5077 0.85 1.5457 0.163 0.163 NA NA 1 0.6384 -0.187 0.187 -0.187 0.813 1 1.065 -0.2337 0.2337 -0.2337 0.7663 1 0.9922 0 0
1 102 224 3 0 0 0 0 1.0061 0 0.8983 0.6838 0.6838 0.8068 0.6667 1.7222 0.9023 0.7525 0.7574 0.8899 0.87 2.5447 0.8304 0.5389 0.6504 0.7911 0.58 1.6082 0.1593 0.1593 NA NA 1 0.6161 0.264 0.264 0.264 1.264 1 1.473 0.1973 0.1973 0.1973 1.1973 1 1.3982 1 0
1 103 419 0 0 0 0 0 1.0018 0 0.9204 -0.1909 0.5747 0.6771 0.75 1.873 0.8335 -0.1518 0.535 0.7162 0.87 2.0256 0.9164 -0.0998 0.3954 0.4528 0.95 1.5701 0.3222 0.3222 NA NA 1 0.9151 -0.6375 0.6375 -0.6375 0.3625 0 0.6997 -0.7033 0.7033 -0.7033 0.2967 0 0.5613 0 0
1 104 489 0 0 0 0 0 1.0066 0 0.899 0.1698 0.2881 0.3618 1 1.694 0.8926 0.0842 0.5164 0.65 0.96 2.3785 0.9415 0.0502 0.2277 0.2683 1 1.6015 0.0442 0.0442 NA NA 1 0.6113 -0.0845 0.0845 -0.0845 0.9155 1 1.2621 -0.1102 0.1102 -0.1102 0.8898 1 1.1962 0 0
1 105 581 0 0 0 0 0 1.0024 0 0.9409 -0.57 0.57 0.6765 0.75 1.7968 0.8789 -0.5453 0.6828 0.8323 0.81 2.435 0.9713 -0.5544 0.5544 0.5809 0.97 1.7044 0.0504 0.0504 NA NA 1 0.7762 -0.2735 0.2735 -0.2735 0.7265 1 1.0831 -0.3055 0.3055 -0.3055 0.6945 1 1.0185 0 0
1 106 468 0 0 0 0 0 1.0026 0 0.9633 -0.5895 0.5997 0.7511 0.8333 1.8719 0.8746 -0.4167 0.6207 0.7605 0.91 2.4557 0.8714 -0.1795 0.2833 0.3987 0.92 1.5279 -0.0848 0.0848 NA NA 1 0.5982 -0.1494 0.1494 -0.1494 0.8506 1 1.1802 -0.1762 0.1762 -0.1762 0.8238 1 1.1356 0 0
1 107 581 0 0 0 0 0 1.005 0 0.8206 -0.2479 0.4011 0.4934 0.9167 1.6711 0.9047 -0.233 0.4631 0.5781 0.96 2.3419 0.9786 -0.224 0.2922 0.3525 1 1.5126 -0.0605 0.0605 NA NA 1 0.6752 -0.126 0.126 -0.126 0.874 1 1.1061 -0.1553 0.1553 -0.1553 0.8447 1 1.072 0 0
1 108 363 0 0 0 0 0 1.0063 0 0.9217 -1.4013 1.4013 1.5461 0.1667 2.0078 0.8731 -1.1841 1.1962 1.3425 0.51 2.6111 0.9621 -1.1974 1.1974 1.226 0.18 1.8478 0.19 0.19 NA NA 1 0.7841 -0.1354 0.1354 -0.1354 0.8646 1 1.3818 -0.2115 0.2115 -0.2115 0.7885 1 1.2337 0 0
1 109 466 0 0 0 0 0 1.0027 0 0.9693 0.7461 0.7461 0.7843 0.75 1.8414 0.8578 0.7478 0.7994 0.9431 0.77 2.6582 0.8776 0.8316 0.8531 0.9065 0.4 1.6466 -0.0797 0.0797 NA NA 1 0.6122 0.1098 0.1098 0.1098 1.1098 1 1.4199 0.0751 0.0751 0.0751 1.0751 1 1.3965 0 0
1 110 407 0 0 0 0 0 1.0014 0 0.9579 -0.6608 0.6608 0.7494 0.8333 1.8035 0.8721 -0.6367 0.7513 0.9188 0.83 2.4855 0.9454 -0.46 0.46 0.5242 1 1.6885 0.1282 0.1282 NA NA 1 0.6247 -0.0823 0.0823 -0.0823 0.9177 1 1.2329 -0.1224 0.1224 -0.1224 0.8776 1 1.1714 0 0
1 111 556 0 0 0 0 0 1.0038 0 0.8866 -1.029 1.029 1.1013 0.1667 1.7331 0.892 -0.9264 0.9614 1.1162 0.58 2.3279 0.86 -0.6795 0.6795 0.7733 0.5 1.5651 -0.0234 0.0234 NA NA 1 0.729 -0.3592 0.3592 -0.3592 0.6408 1 0.9617 -0.3831 0.3831 -0.3831 0.6169 1 0.9202 0 0
1 112 511 0 0 0 0 0 1.0038 0 0.9595 -0.2936 0.3509 0.4127 1 1.756 0.8986 -0.2297 0.5228 0.6408 0.96 2.397 0.9898 -0.1977 0.2064 0.2278 1 1.6244 0.0372 0.0372 NA NA 1 0.7026 -0.2141 0.2141 -0.2141 0.7859 1 1.0947 -0.2435 0.2435 -0.2435 0.7565 1 1.0541 0 0
1 113 634 0 0 0 0 0 1.0043 0 0.8118 -0.2507 0.3657 0.4786 0.9167 1.7352 0.878 -0.2646 0.5134 0.6768 0.86 2.2256 0.9744 -0.1777 0.2593 0.3051 1 1.6948 0.2614 0.2614 NA NA 1 0.751 -0.3437 0.3437 -0.3437 0.6563 1 1.0135 -0.4194 0.4194 -0.4194 0.5806 1 0.8651 0 0
1 114 466 0 0 0 0 0 1.0025 0 0.9286 0.0012 0.4138 0.4555 1 1.726 0.9013 -0.1513 0.5187 0.6656 0.9 2.1292 0.9898 -0.1709 0.2155 0.2676 1 1.4206 -0.0457 0.0457 NA NA 1 0.7694 -0.546 0.546 -0.546 0.454 0 0.7388 -0.5641 0.5641 -0.5641 0.4359 0 0.7194 0 0
1 115 407 0 0 0 0 0 1.0029 0 0.9068 -0.2393 0.4393 0.7149 0.8333 1.8603 0.8965 -0.2157 0.5736 0.7248 0.91 2.2923 0.7844 -0.2133 0.3629 0.4877 0.8 1.5066 -0.0025 0.0025 NA NA 1 0.7049 -0.4262 0.4262 -0.4262 0.5738 1 0.8498 -0.4455 0.4455 -0.4455 0.5545 1 0.832 0 0
1 116 431 0 0 0 0 0 1.0039 0 0.9539 -0.9521 0.9521 1.0249 0.4167 1.9175 0.856 -0.9029 0.9691 1.1073 0.65 2.4546 0.9539 -0.7176 0.7176 0.7531 0.63 1.6514 0.0377 0.0377 NA NA 1 0.64 -0.2493 0.2493 -0.2493 0.7507 1 1.0824 -0.2718 0.2718 -0.2718 0.7282 1 1.0564 0 0
1 117 491 0 0 0 0 0 1.0014 0 0.9548 0.1058 0.2024 0.2683 1 1.6869 0.8554 -0.0632 0.4386 0.5805 0.93 2.2308 0.9854 -0.131 0.2238 0.2645 1 1.4844 -0.0092 0.0092 NA NA 1 0.6429 -0.3768 0.3768 -0.3768 0.6232 1 0.8803 -0.394 0.394 -0.394 0.606 1 0.8587 0 0
1 118 430 0 0 0 0 0 1.0034 0 0.7998 0.3285 0.421 0.6015 0.9167 1.7268 0.8987 0.2557 0.4888 0.6166 0.95 2.57 0.9041 0.2826 0.3511 0.4232 1 1.6385 -0.0464 0.0464 NA NA 1 0.5528 0.2542 0.2542 0.2542 1.2542 1 1.554 0.2262 0.2262 0.2262 1.2262 1 1.5194 0 0
1 119 558 0 0 0 0 0 1.0029 0 0.8499 0.9423 0.9423 1.0356 0.4167 1.8724 0.8764 0.7412 0.834 0.9584 0.7 2.2992 0.9592 0.7268 0.7268 0.8807 0.49 1.5649 0.2373 0.2373 NA NA 1 0.6745 -0.3804 0.3804 -0.3804 0.6196 1 0.9132 -0.4368 0.4368 -0.4368 0.5632 1 0.8387 0 0
1 120 420 0 0 0 0 0 1.0026 0 0.8732 -0.7888 0.8503 1.1845 0.6667 2.078 0.8791 -0.4597 0.6818 0.8591 0.74 2.0367 0.9838 -0.6497 0.6497 0.6869 0.57 1.4114 -0.1712 0.1712 NA NA 1 1.089 -0.7445 0.7445 -0.7445 0.2555 0 0.5942 -0.7653 0.7653 -0.7653 0.2347 0 0.5776 0 0
1 121 404 0 0 0 0 0 1.0025 0 0.7944 -0.4122 0.5494 0.652 0.8333 1.7151 0.8631 -0.343 0.5852 0.7091 0.94 2.4529 0.9401 -0.397 0.4129 0.4658 0.93 1.5027 -0.1785 0.1785 NA NA 1 0.6171 -0.0667 0.0667 -0.0667 0.9333 1 1.198 -0.1195 0.1195 -0.1195 0.8805 1 1.1517 0 0
1 122 430 0 0 0 0 0 1.0017 0 0.932 -0.7707 0.7707 0.8977 0.8333 1.8618 0.8427 -0.6281 0.7461 0.9215 0.78 2.3309 0.9478 -0.5704 0.5784 0.6486 0.59 1.5006 -0.0981 0.0981 NA NA 1 0.8068 -0.4024 0.4024 -0.4024 0.5976 1 0.9624 -0.4311 0.4311 -0.4311 0.5689 1 0.9432 0 0
1 123 334 0 0 0 0 0 1.0083 0 0.9694 -0.4435 0.4435 0.4987 1 1.6791 0.8569 -0.3475 0.5526 0.6954 0.96 2.4926 0.9212 -0.2084 0.3592 0.4307 0.93 1.6046 0.0159 0.0159 NA NA 1 0.5642 0.1496 0.1496 0.1496 1.1496 1 1.4075 0.1232 0.1232 0.1232 1.1232 1 1.3351 0 0
1 124 525 0 0 0 0 0 1.0046 0 0.9245 -9e-04 0.2697 0.3294 1 1.7136 0.8958 -0.0867 0.4933 0.6071 0.95 2.278 0.9444 -0.1759 0.2485 0.2917 1 1.603 0.112 0.112 NA NA 1 0.6747 -0.3886 0.3886 -0.3886 0.6114 1 0.9111 -0.4167 0.4167 -0.4167 0.5833 1 0.8651 0 0
1 125 404 0 0 0 0 0 1.0036 0 0.9144 0.114 0.4249 0.5834 0.9167 1.8485 0.8833 -0.002 0.4863 0.6187 0.96 2.5684 0.961 0.1614 0.3317 0.4032 1 1.6886 0.0852 0.0852 NA NA 1 0.6486 0.17 0.17 0.17 1.17 1 1.537 0.1255 0.1255 0.1255 1.1255 1 1.4635 0 0
1 126 517 0 0 0 0 0 1.0137 0 0.9142 -0.4933 0.5713 0.6726 0.75 1.8287 0.9097 -0.4015 0.5162 0.6305 0.98 2.6454 0.9126 -0.47 0.494 0.5627 0.96 1.7875 0.0036 0.0036 NA NA 1 0.6404 0.3139 0.3139 0.3139 1.3139 1 1.7864 0.277 0.277 0.277 1.277 1 1.7146 0 0
1 127 492 0 0 0 0 0 1.0014 0 0.9218 0.1816 0.5045 0.5953 0.9167 1.8425 0.8879 0.1336 0.4399 0.5758 0.94 2.2602 0.9128 0.0873 0.2414 0.3082 1 1.5018 -0.0357 0.0357 NA NA 1 0.7017 -0.4866 0.4866 -0.4866 0.5134 1 0.8233 -0.5032 0.5032 -0.5032 0.4968 0 0.8022 0 0
