cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
13 145 354 0 0 0 0 0 1.0002 0 0.9266 0.2547 0.3602 0.4504 1.9033 0.9186 0.1863 0.3776 0.4759 2.5918 0.019 0.019 0.4836 0 0
13 146 361 3 0 0 0 0 1.0002 0 0.9274 0.1949 0.338 0.4726 2.8503 0.9049 0.0679 0.3431 0.4436 2.2874 0.1071 0.1071 0.502 1 0
13 147 374 0 0 0 0 0 1.0004 0 0.9515 -0.2194 0.2834 0.3748 2.0265 0.9131 -0.1281 0.3172 0.4171 2.3917 -0.0652 0.0652 0.4879 0 0
13 148 343 0 0 0 0 0 1.0004 0 0.9617 -0.2379 0.3206 0.3604 2.3774 0.9074 -0.31 0.4469 0.5308 2.3142 -0.0119 0.0119 0.4911 0 0
13 149 351 12 0 0 0 0 1.0007 0 0.8901 -0.0995 0.4532 0.5473 2.9565 0.8346 -3e-04 0.4058 0.518 2.4762 -0.0305 0.0305 0.5929 1 0
13 150 312 2 0 0 0 0 1.0002 0 0.889 -0.2255 0.3596 0.4679 2.2003 0.9169 -0.1165 0.3305 0.4144 2.4714 -0.0719 0.0719 0.5146 1 0
13 151 377 0 0 0 0 0 1.0003 0 0.9331 -0.0713 0.4984 0.6841 2.9233 0.915 -0.0698 0.3912 0.4927 1.9909 -0.0443 0.0443 0.5316 0 0
13 152 394 0 0 0 0 0 1.0002 0 0.9631 0.3002 0.3108 0.3966 2.246 0.9003 0.2233 0.4097 0.5004 2.2365 0 0 0.4789 0 0
13 153 275 0 0 0 0 0 1.0014 0 0.9705 -0.0519 0.283 0.3591 2.879 0.8951 -0.0179 0.3462 0.4185 2.1153 -0.1561 0.1561 0.519 0 0
13 154 399 2 0 0 0 0 1.0002 0 0.908 0.2563 0.3802 0.5519 2.7899 0.9015 0.106 0.3618 0.4739 2.2698 -0.0065 0.0065 0.5459 1 0
13 155 410 2 0 0 0 0 1.0001 0 0.9141 0.3962 0.436 0.6344 2.7419 0.8957 0.2636 0.4251 0.5264 2.5802 0.1166 0.1166 0.4685 1 0
13 156 292 0 0 0 0 0 1.0003 0 0.9324 0.1474 0.4089 0.5533 2.6978 0.8598 0.0749 0.3727 0.4848 2.0809 -0.2663 0.2663 0.5829 0 0
13 157 412 0 0 0 0 0 1.0008 0 0.9393 0.3381 0.4365 0.5272 2.0352 0.9371 0.2716 0.4052 0.4881 2.4672 0.2023 0.2023 0.4603 0 0
13 158 391 0 0 0 0 0 1.0002 0 0.9482 -0.4249 0.4539 0.5414 2.1327 0.9178 -0.3081 0.4534 0.5562 2.5137 4e-04 4e-04 0.5049 0 0
13 159 401 0 0 0 0 0 1.001 0 0.9378 0.2379 0.3426 0.431 2.1394 0.932 0.0685 0.3423 0.4153 2.2807 0.0215 0.0215 0.4784 0 0
13 160 526 0 0 0 0 0 1.0008 0 0.9518 0.0068 0.2522 0.3038 2.2121 0.9171 0.0379 0.3325 0.447 2.8245 0.2797 0.2797 0.4185 0 0
13 161 237 0 0 0 0 0 1.0007 0 0.9224 0.128 0.305 0.4122 2.0591 0.915 0.0742 0.308 0.3987 2.3586 -0.2942 0.2942 0.4835 0 0
13 162 293 0 0 0 0 0 1.0005 0 0.9039 -0.4363 0.4734 0.6977 2.901 0.8697 -0.2998 0.4458 0.5486 2.2131 -0.3308 0.3308 0.5555 0 0
13 163 337 0 0 0 0 0 1.0003 0 0.9373 0.016 0.3818 0.4782 2.3188 0.9237 0.0057 0.337 0.4212 2.2438 -0.2403 0.2403 0.5066 0 0
13 164 252 0 0 0 0 0 1.0006 0 0.9542 0.1267 0.3841 0.4927 2.8054 0.889 0.0579 0.3628 0.4685 2.2616 -0.1202 0.1202 0.5663 0 0
13 165 395 0 0 0 0 0 1.0003 0 0.8961 0.2012 0.4812 0.7558 2.8525 0.8891 0.042 0.3846 0.4941 2.316 0.0819 0.0819 0.5171 0 0
13 166 302 0 0 0 0 0 1.0007 0 0.9559 -0.1205 0.3659 0.4488 2.6967 0.9135 -0.1852 0.3533 0.451 2.1191 -0.12 0.12 0.5209 0 0
13 167 342 0 0 0 0 0 1.0002 0 0.9259 -0.1607 0.426 0.7188 3.039 0.9198 0.0062 0.3879 0.4607 2.267 -0.0198 0.0198 0.4852 0 0
13 168 378 0 0 0 0 0 1.0003 0 0.9435 0.277 0.3626 0.6017 3.0468 0.9023 0.1354 0.3574 0.428 2.2955 -0.0228 0.0228 0.4999 0 0
13 169 364 0 0 0 0 0 1.0006 0 0.926 0.0398 0.3518 0.4621 2.6947 0.8681 -0.0526 0.3746 0.4785 2.3424 -0.134 0.134 0.5189 0 0
13 170 232 1 0 0 0 0 1.0004 0 0.8853 0.2499 0.4398 0.5852 2.6393 0.8884 0.0212 0.3671 0.4501 2.5447 -0.1588 0.1588 0.5698 1 0
13 171 318 0 0 0 0 0 1.0005 0 0.9349 -0.1096 0.4393 0.5912 2.6214 0.9189 -0.073 0.3659 0.4751 2.4057 -0.0311 0.0311 0.5584 0 0
13 172 413 0 0 0 0 0 1.0005 0 0.9542 0.0226 0.2596 0.3516 2.2457 0.924 0.0151 0.303 0.394 2.2062 0.2044 0.2044 0.4273 0 0
13 173 276 0 0 0 0 0 1.0004 0 0.8962 -0.1635 0.4367 0.5458 2.7035 0.9052 -0.106 0.3141 0.3954 2.2896 -0.1424 0.1424 0.542 0 0
13 174 390 0 0 0 0 0 1.0004 0 0.9767 0.078 0.2334 0.3053 2.512 0.927 0.0063 0.2971 0.3682 2.3133 -0.013 0.013 0.4841 0 0
13 175 240 0 0 0 0 0 1.0009 0 0.938 -0.1245 0.3915 0.6099 2.9391 0.8769 -0.2092 0.3952 0.4825 2.0229 -0.0131 0.0131 0.5021 0 0
13 176 336 0 0 0 0 0 1.0001 0 0.9232 -0.3035 0.407 0.5004 2.5431 0.8943 -0.2643 0.4029 0.492 2.3609 -0.0691 0.0691 0.5441 0 0
13 177 368 0 0 0 0 0 1.0004 0 0.9528 0.1386 0.372 0.477 2.8066 0.9148 0.1775 0.3704 0.4692 2.4309 0.0625 0.0625 0.4786 0 0
13 178 398 0 0 0 0 0 1.0001 0 0.9106 0.1196 0.445 0.608 2.6335 0.8944 0.2517 0.4354 0.5347 2.4423 -0.0312 0.0312 0.5185 0 0
13 179 305 0 0 0 0 0 1.0002 0 0.9639 -0.1604 0.3194 0.4365 2.1588 0.8887 -0.1328 0.4028 0.514 2.1622 -0.0056 0.0056 0.4809 0 0
13 180 357 0 0 0 0 0 1.0002 0 0.9412 0.0326 0.2788 0.374 1.9742 0.911 -0.0299 0.3251 0.4036 2.4549 -0.063 0.063 0.4836 0 0
13 181 413 0 0 0 0 0 1.0003 0 0.9182 -0.1691 0.3033 0.4261 1.8773 0.928 -0.0998 0.3092 0.39 2.7188 0.1068 0.1068 0.4487 0 0
13 182 292 0 0 0 0 0 1.0004 0 0.9249 -0.0751 0.3655 0.564 2.5646 0.93 -0.0872 0.3239 0.3966 2.1251 -0.1625 0.1625 0.5085 0 0
13 183 365 0 0 0 0 0 1.0004 0 0.9121 -0.1644 0.2904 0.414 2.5121 0.8964 -0.22 0.3768 0.4919 2.5428 -0.0063 0.0063 0.5238 0 0
13 184 373 0 0 0 0 0 1.0004 0 0.9048 0.2652 0.3578 0.5233 2.4456 0.8905 0.2321 0.4511 0.5482 2.4042 -0.0198 0.0198 0.4757 0 0
13 185 387 0 0 0 0 0 1.0006 0 0.982 0.123 0.2407 0.3223 2.4352 0.9271 0.0805 0.3218 0.4181 2.2744 -0.0917 0.0917 0.4859 0 0
13 186 412 0 0 0 0 0 1.0002 0 0.9008 0.2322 0.3333 0.4116 1.651 0.9091 0.1198 0.3589 0.4514 2.5205 0.1463 0.1463 0.4523 0 0
13 187 388 1 0 0 0 0 1.0001 0 0.9312 -0.0778 0.3025 0.3963 2.5796 0.9151 -0.0135 0.3482 0.4273 2.4858 0.0701 0.0701 0.482 1 0
13 188 421 1 0 0 0 0 1.0004 0 0.9207 -0.2988 0.3839 0.4438 2.2402 0.8907 -0.2343 0.3989 0.5049 2.595 0.2315 0.2315 0.4517 1 0
13 189 318 0 0 0 0 0 1.0018 0 0.9674 0.0173 0.2353 0.3038 2.2968 0.9161 -0.0895 0.3609 0.4439 2.2159 -0.0316 0.0316 0.4882 0 0
13 190 405 0 0 0 0 0 1.0003 0 0.9579 0.1889 0.2706 0.3843 2.2487 0.9139 0.1826 0.3393 0.4313 2.1581 0.0549 0.0549 0.4778 0 0
13 191 378 0 0 0 0 0 1.0001 0 0.9022 -0.0024 0.3625 0.4766 2.2716 0.9119 -0.1642 0.3696 0.4813 2.3189 -0.1727 0.1727 0.4857 0 0
13 192 265 0 0 0 0 0 1.0003 0 0.9115 -0.1201 0.2966 0.3779 1.8895 0.9128 -0.1327 0.376 0.4728 2.3519 -0.112 0.112 0.4782 0 0
13 193 386 0 0 0 0 0 1.0004 0 0.9686 0.0054 0.2282 0.2743 2.3212 0.8999 0.0677 0.3646 0.4468 2.1193 -0.0608 0.0608 0.5028 0 0
13 194 399 0 0 0 0 0 1.0003 0 0.951 0.0935 0.2893 0.3612 2.2456 0.9307 0.1144 0.3123 0.4066 2.3453 4e-04 4e-04 0.4504 0 0
13 195 309 0 0 0 0 0 1.0003 0 0.9349 -0.247 0.5508 0.7495 2.8455 0.9119 -0.2309 0.4122 0.5219 2.0713 -0.1297 0.1297 0.5392 0 0
13 196 352 0 0 0 0 0 1.0005 0 0.9325 -0.152 0.4128 0.5624 2.9803 0.8915 -0.2236 0.3744 0.4554 1.9592 -0.3376 0.3376 0.5431 0 0
13 197 396 0 0 0 0 0 1.0002 0 0.9363 0.2553 0.355 0.4623 2.3862 0.9194 0.2135 0.3892 0.4969 2.4306 0.0029 0.0029 0.5053 0 0
13 198 382 0 0 0 0 0 1.0004 0 0.969 0.2513 0.3343 0.4175 2.2103 0.9162 0.1798 0.3603 0.4705 2.3225 0.1268 0.1268 0.4655 0 0
13 199 392 0 0 0 0 0 1.0005 0 0.9659 0.0735 0.2119 0.288 2.4152 0.9262 -0.0138 0.3493 0.4151 2.2235 0.067 0.067 0.4712 0 0
13 200 351 0 0 0 0 0 1.0005 0 0.9477 0.0836 0.3126 0.3848 2.3334 0.9141 0.0642 0.3543 0.4527 2.2026 0.0503 0.0503 0.488 0 0
13 201 263 0 0 0 0 0 1.0002 0 0.9671 -0.0661 0.3893 0.4763 2.6593 0.8944 -0.0907 0.338 0.4412 2.2748 -0.1658 0.1658 0.5375 0 0
13 202 308 0 0 0 0 0 1.0002 0 0.9271 -0.171 0.3231 0.3919 1.8585 0.9063 -0.1327 0.3784 0.4734 2.4183 0.0141 0.0141 0.4807 0 0
13 203 325 0 0 0 0 0 1.0002 0 0.9255 0.1575 0.3097 0.3949 2.0384 0.9131 0.1966 0.378 0.4766 2.4019 -0.1568 0.1568 0.4823 0 0
13 204 349 0 0 0 0 0 1.0004 0 0.9696 -0.1324 0.2626 0.2974 2.0872 0.9056 -0.0717 0.3524 0.4365 2.3623 0.0077 0.0077 0.4709 0 0
13 205 414 37 0 0 0 0 1.0004 0 0.9502 -0.5161 0.5165 0.636 2.7657 0.8818 -0.4083 0.5079 0.619 2.5489 0.0654 0.0654 0.6121 1 0
13 206 415 0 0 0 0 0 1.0004 0 0.9572 0.0492 0.2727 0.3512 2.4959 0.9269 0.0628 0.3385 0.4239 2.4891 0.1497 0.1497 0.4883 0 0
13 207 356 0 0 0 0 0 1.0007 0 0.9321 0.188 0.3455 0.4349 2.2188 0.9139 0.1257 0.3138 0.4123 2.3139 -0.109 0.109 0.4816 0 0
13 208 406 0 0 0 0 0 1.0003 0 0.9231 0.3425 0.3904 0.4962 1.9531 0.9249 0.3281 0.4469 0.5361 2.4391 -0.04 0.04 0.4778 0 0
13 209 388 0 0 0 0 0 1.0003 0 0.9393 -0.0302 0.2591 0.363 1.9792 0.9213 -0.0221 0.3326 0.4516 2.1711 -0.037 0.037 0.4885 0 0
13 210 404 0 0 0 0 0 1.0002 0 0.9695 0.1887 0.3292 0.4059 2.6354 0.9377 0.1667 0.357 0.4489 2.4293 0.0772 0.0772 0.4708 0 0
13 211 420 0 0 0 0 0 1.0006 0 0.9707 -0.2144 0.3122 0.4224 2.5154 0.8973 -0.1103 0.3488 0.4555 2.3414 0.1077 0.1077 0.4768 0 0
13 212 339 0 0 0 0 0 1.0004 0 0.9705 0.0176 0.2815 0.3693 2.7216 0.8959 0.0231 0.3778 0.4828 2.2098 -0.0114 0.0114 0.5099 0 0
13 213 367 0 0 0 0 0 1.0003 0 0.9469 0.1939 0.4614 0.5451 2.7384 0.9341 0.2503 0.3732 0.4601 2.116 -0.014 0.014 0.5147 0 0
13 214 340 0 0 0 0 0 1.0002 0 0.9187 -0.0504 0.3349 0.4476 2.3756 0.8953 -0.0956 0.3363 0.4242 2.3572 -0.0063 0.0063 0.5065 0 0
13 215 403 3 0 0 0 0 1.0002 0 0.8808 0.2992 0.4659 0.6248 3.0087 0.9058 0.1262 0.4299 0.536 2.5798 -0.0201 0.0201 0.544 1 0
13 216 415 0 0 0 0 0 1.0003 0 0.9692 -0.1243 0.2165 0.2639 1.9127 0.9145 -0.1596 0.3434 0.4269 2.358 0.1091 0.1091 0.4795 0 0
13 217 382 0 0 0 0 0 1.0004 0 0.9619 0.2094 0.2689 0.3633 2.1648 0.9222 0.1664 0.3683 0.4476 2.3286 0.0052 0.0052 0.4937 0 0
13 218 323 0 0 0 0 0 1.0007 0 0.9427 0.0569 0.3232 0.4089 2.2569 0.8985 -0.0087 0.337 0.4277 2.1231 -0.0799 0.0799 0.4789 0 0
13 219 357 0 0 0 0 0 1.0008 0 0.9126 -0.0201 0.3811 0.6035 2.7355 0.9208 0.0588 0.3487 0.4274 2.1376 0.0313 0.0313 0.4937 0 0
13 220 352 0 0 0 0 0 1.0001 0 0.9482 0.1096 0.3055 0.3998 2.127 0.899 0.131 0.3697 0.4787 2.4381 0.0501 0.0501 0.4836 0 0
13 221 402 3 0 0 0 0 1.0003 0 0.9406 -0.2684 0.4064 0.5227 2.1757 0.9196 -0.1521 0.3512 0.4433 2.4572 0.1382 0.1382 0.4873 1 0
13 222 415 9 0 0 0 0 1.0003 0 0.9328 -0.3256 0.384 0.5344 2.896 0.8973 -0.2363 0.419 0.5094 2.6581 0.19 0.19 0.476 1 0
13 223 351 0 0 0 0 0 1.0006 0 0.8497 -0.3077 0.443 0.5571 2.1143 0.8978 -0.2637 0.4249 0.5284 2.4094 -0.029 0.029 0.5079 0 0
13 224 292 0 0 0 0 0 1.0008 0 0.9517 -0.1355 0.3498 0.4231 2.322 0.9027 -0.1618 0.4028 0.5094 2.3732 -0.0605 0.0605 0.4685 0 0
13 225 294 0 0 0 0 0 1.0009 0 0.9505 -0.1832 0.2506 0.331 1.6685 0.8985 -0.1342 0.3014 0.3945 2.2009 -0.2134 0.2134 0.5262 0 0
13 226 319 0 0 0 0 0 1.0008 0 0.9452 0.1166 0.2552 0.3277 2.2493 0.9269 0.0718 0.2993 0.3823 2.3876 -0.1508 0.1508 0.4855 0 0
13 227 366 0 0 0 0 0 1.0008 0 0.9289 0.1038 0.3135 0.3888 2.0174 0.9231 0.2109 0.3508 0.4386 2.3435 -0.0126 0.0126 0.4684 0 0
13 228 414 0 0 0 0 0 1.0002 0 0.9166 0.191 0.3222 0.4028 1.8445 0.9267 0.2421 0.4036 0.5053 2.3714 0.0885 0.0885 0.4481 0 0
13 229 418 5 0 0 0 0 1.0005 0 0.9151 -0.1604 0.4299 0.6545 3.062 0.8879 -0.0086 0.3948 0.5035 2.4584 0.1346 0.1346 0.4948 1 0
13 230 366 1 0 0 0 0 1.0005 0 0.9473 0.2596 0.3283 0.4383 2.2754 0.9056 0.1359 0.4088 0.5141 2.5435 0.0738 0.0738 0.4755 1 0
13 231 369 0 0 0 0 0 1.0011 0 0.8946 -0.2784 0.3596 0.5041 2.0817 0.9092 -0.2785 0.4029 0.4978 2.153 0.0401 0.0401 0.4603 0 0
13 232 419 53 0 0 0 0 1.0009 0 0.948 0.3518 0.3865 0.5131 2.5122 0.9159 0.1994 0.3859 0.4872 2.5943 0.209 0.209 0.509 1 0
13 233 395 0 0 0 0 0 1.0003 0 0.9098 -0.1869 0.4876 0.9267 3.0216 0.9093 -0.0063 0.3403 0.4284 2.2195 -0.0202 0.0202 0.5087 0 0
13 234 373 0 0 0 0 0 1.0004 0 0.9342 -0.1629 0.367 0.4753 2.3893 0.9153 -0.1955 0.3769 0.4647 2.1377 -0.0633 0.0633 0.4986 0 0
13 235 353 1 0 0 0 0 1.0007 0 0.9567 0.1079 0.2388 0.3616 2.3741 0.8864 0.1082 0.3439 0.4456 2.2181 0.0655 0.0655 0.5058 1 0
13 236 301 0 0 0 0 0 1.0009 0 0.9464 0.132 0.2703 0.3789 2.2622 0.9236 0.1326 0.3251 0.3964 2.2196 0.0085 0.0085 0.4573 0 0
13 237 376 0 0 0 0 0 1.0004 0 0.9325 0.2793 0.4207 0.4958 2.3265 0.9138 0.2395 0.3924 0.4957 2.3906 0.0106 0.0106 0.4939 0 0
13 238 295 0 0 0 0 0 1.0007 0 0.9146 0.3202 0.5098 0.6536 2.8306 0.9084 0.1884 0.3812 0.4686 2.2181 -0.1276 0.1276 0.5048 0 0
13 239 334 0 0 0 0 0 1.0002 0 0.9288 0.047 0.2845 0.3706 2.1519 0.91 0.1403 0.3516 0.4361 2.4477 -0.0721 0.0721 0.471 0 0
13 240 406 0 0 0 0 0 1.0006 0 0.927 0.0018 0.3701 0.5035 2.7213 0.8952 0.1313 0.3908 0.4865 2.2624 0.1395 0.1395 0.4766 0 0
13 241 380 0 0 0 0 0 1.0008 0 0.9599 0.3798 0.3881 0.4566 2.287 0.928 0.3756 0.4471 0.5444 2.5112 0.0859 0.0859 0.4552 0 0
13 242 292 0 0 0 0 0 1.0008 0 0.9291 0.0372 0.3258 0.4304 2.694 0.9079 0.0075 0.3519 0.4618 2.3192 -0.1202 0.1202 0.4809 0 0
13 243 432 0 0 0 0 0 1.0003 0 0.9421 0.1849 0.2922 0.3911 2.4936 0.8976 0.1309 0.3612 0.457 2.3338 0.0899 0.0899 0.4671 0 0
13 244 454 8 0 0 0 0 1.0006 0 0.9464 0.3467 0.3969 0.4856 2.2922 0.9047 0.2551 0.4264 0.5211 2.6593 0.1742 0.1742 0.4843 1 0
13 245 324 0 0 0 0 0 1.0003 0 0.9212 -0.1803 0.3646 0.4473 2.3054 0.919 -0.2111 0.3453 0.4403 2.2164 -0.0691 0.0691 0.4852 0 0
13 246 415 2 0 0 0 0 1.0009 0 0.9565 -0.3529 0.4674 0.5824 2.6382 0.9063 -0.2277 0.4259 0.536 2.4383 0.1601 0.1601 0.4983 1 0
13 247 419 0 0 0 0 0 1.0003 0 0.9437 -0.2597 0.3936 0.4755 2.5961 0.9097 -0.1879 0.4029 0.5003 2.3802 0.1903 0.1903 0.4294 0 0
13 248 316 0 0 0 0 0 1.0008 0 0.9523 -0.0968 0.311 0.3807 2.7048 0.8986 -0.1237 0.3756 0.4755 2.1995 0.0504 0.0504 0.4465 0 0
13 249 406 0 0 0 0 0 1.0002 0 0.9454 0.0588 0.3306 0.4195 2.5533 0.9291 0.0536 0.3232 0.3972 2.3052 0.1594 0.1594 0.4699 0 0
13 250 296 0 0 0 0 0 1.0005 0 0.8792 0.3801 0.4537 0.5404 2.0922 0.9169 0.269 0.4607 0.5601 2.543 0.0201 0.0201 0.4339 0 0
13 251 406 77 0 0 0 0 1.0016 0 0.9337 -0.4119 0.5053 0.7428 3.1093 0.8414 -0.1947 0.4431 0.5766 2.3904 0.1424 0.1424 0.5968 1 0
13 252 397 0 0 0 0 0 1.0002 0 0.9657 -0.0125 0.285 0.3784 2.5845 0.8854 0.1486 0.3926 0.4837 1.8623 -0.0189 0.0189 0.5138 0 0
13 253 226 0 0 0 0 0 1.0006 0 0.9252 -0.3307 0.4224 0.583 2.6987 0.8964 -0.2433 0.4462 0.5677 2.4282 -0.1238 0.1238 0.4902 0 0
13 254 392 0 0 0 0 0 1.0003 0 0.9269 0.2447 0.2904 0.3744 1.6494 0.9217 0.2506 0.3903 0.4771 2.3281 0.0528 0.0528 0.4505 0 0
13 255 330 0 0 0 0 0 1.0002 0 0.9486 0.1241 0.3483 0.4062 2.2893 0.9173 0.0197 0.3553 0.4586 2.3294 -0.0941 0.0941 0.4648 0 0
13 256 235 0 0 0 0 0 1.0003 0 0.9582 0.2555 0.3259 0.4522 2.2081 0.9123 0.1585 0.375 0.4644 2.2654 -0.1339 0.1339 0.5033 0 0
13 257 473 2 0 0 0 0 1.0009 0 0.918 -0.2187 0.3289 0.4935 2.7543 0.9116 -0.2003 0.3929 0.4825 2.8146 0.2168 0.2168 0.4597 1 0
13 258 397 0 0 0 0 0 1.0002 0 0.9525 0.0953 0.282 0.3733 2.3673 0.8674 -0.028 0.3799 0.4713 2.0523 0.1619 0.1619 0.4743 0 0
13 259 384 2 0 0 0 0 1.0002 0 0.9034 0.3913 0.4482 0.5706 2.253 0.9033 0.2674 0.434 0.5216 2.7481 0.0361 0.0361 0.4852 1 0
13 260 285 0 0 0 0 0 1.0005 0 0.9497 -0.0095 0.3261 0.3895 2.6621 0.9082 -0.0291 0.3431 0.4319 2.2476 -0.0773 0.0773 0.497 0 0
13 261 315 0 0 0 0 0 1.0012 0 0.9251 -0.067 0.4528 0.6896 3.1271 0.916 -0.029 0.3331 0.4235 1.9731 0.022 0.022 0.5153 0 0
13 262 348 0 0 0 0 0 1.0005 0 0.9651 0.0906 0.3465 0.4012 2.6693 0.8809 -0.0482 0.3499 0.4474 2.3386 -0.0216 0.0216 0.5672 0 0
13 263 409 2 0 0 0 0 1.0014 0 0.9012 -0.1799 0.4068 0.4592 2.2646 0.8976 -0.1888 0.3515 0.4365 2.5548 0.1056 0.1056 0.5248 1 0
13 264 381 1 0 0 0 0 1.0005 0 0.9516 -0.0728 0.3586 0.4999 2.7935 0.929 -0.084 0.3538 0.4649 2.5882 0.1391 0.1391 0.4583 1 0
13 265 412 0 0 0 0 0 1.0005 0 0.9648 -0.0988 0.2466 0.2877 1.7912 0.8884 -0.1298 0.4032 0.515 2.3554 0.1754 0.1754 0.4156 0 0
13 266 487 153 0 0 0 0 1.0021 0 0.9263 -0.5963 0.7457 0.8743 2.9501 0.8743 -0.3685 0.4916 0.5913 2.376 0.1083 0.1083 0.7133 1 0
13 267 380 1 0 0 0 0 1.0002 0 0.9686 0.1646 0.3156 0.399 1.9363 0.9195 0.0577 0.3933 0.484 2.4248 0.1102 0.1102 0.4586 1 0
13 268 348 0 0 0 0 0 1.0004 0 0.9536 0.1967 0.3344 0.3963 2.074 0.9241 0.0848 0.3412 0.411 2.2017 0.0802 0.0802 0.4729 0 0
13 269 354 0 0 0 0 0 1.0015 0 0.9137 -0.0993 0.3872 0.547 2.5773 0.9167 0.0097 0.3323 0.4194 2.3219 0.0294 0.0294 0.5157 0 0
13 270 236 0 0 0 0 0 1.001 0 0.9691 -0.1049 0.2321 0.3084 2.3069 0.9051 -0.1312 0.3183 0.4129 2.1557 -0.1485 0.1485 0.531 0 0
13 271 261 0 0 0 0 0 1.0012 0 0.9476 0.1113 0.2459 0.3169 2.0681 0.9065 0.1134 0.346 0.427 2.391 -0.1144 0.1144 0.4866 0 0
13 272 293 0 0 0 0 0 1.0008 0 0.9214 -0.0475 0.3296 0.4023 2.3998 0.9181 -0.0258 0.3554 0.4529 2.3333 -0.1525 0.1525 0.4921 0 0
13 273 411 0 0 0 0 0 1.0005 0 0.9026 0.2087 0.3755 0.4946 1.9593 0.9246 0.1654 0.3793 0.4873 2.7103 0.1782 0.1782 0.4447 0 0
13 274 402 0 0 0 0 0 1.0004 0 0.9426 -0.0913 0.3296 0.3775 2.2462 0.9371 -0.0874 0.3261 0.4518 2.2665 0.0481 0.0481 0.4219 0 0
13 275 394 0 0 0 0 0 1.0003 0 0.8999 0.0075 0.3557 0.436 2.1719 0.8887 -0.0542 0.3367 0.44 2.1151 -0.005 0.005 0.5534 0 0
13 276 395 0 0 0 0 0 1.0001 0 0.9492 0.4265 0.473 0.5825 2.7179 0.9001 0.3412 0.4411 0.5295 2.3939 0.1225 0.1225 0.49 0 0
13 277 299 0 0 0 0 0 1.0004 0 0.9344 0.0158 0.2927 0.3528 1.919 0.8925 -0.0212 0.3224 0.4135 2.2412 -0.141 0.141 0.4843 0 0
13 278 338 0 0 0 0 0 1.0006 0 0.9513 0.0881 0.3042 0.3867 2.1475 0.9183 0.1598 0.3336 0.423 2.358 -0.0311 0.0311 0.4783 0 0
13 279 298 0 0 0 0 0 1.0002 0 0.9776 0.0144 0.2817 0.3669 2.6254 0.9123 -0.0336 0.3404 0.4305 2.1213 -0.1271 0.1271 0.5051 0 0
13 280 349 0 0 0 0 0 1.0009 0 0.9429 -0.0262 0.3269 0.4185 2.3493 0.9256 -0.107 0.3344 0.4258 2.3175 -0.0179 0.0179 0.4741 0 0
13 281 333 0 0 0 0 0 1.0004 0 0.9415 0.0138 0.2508 0.3146 1.7653 0.9165 -0.0783 0.343 0.4325 2.1921 0.0273 0.0273 0.4481 0 0
13 282 375 0 0 0 0 0 1.0002 0 0.9693 0.0428 0.2089 0.3169 2.644 0.9074 0.0874 0.354 0.4227 2.2633 -0.0465 0.0465 0.4901 0 0
13 283 391 0 0 0 0 0 1.0005 0 0.9359 -0.3978 0.4369 0.5808 2.3643 0.9109 -0.2054 0.3943 0.4795 2.5267 -0.0302 0.0302 0.5481 0 0
13 284 417 5 0 0 0 0 1.0006 0 0.9397 0.0169 0.2645 0.3603 2.4303 0.896 0.0621 0.3293 0.4371 2.2564 0.1777 0.1777 0.4955 1 0
13 285 317 0 0 0 0 0 1.0003 0 0.8749 0.0524 0.3252 0.4235 1.7576 0.9235 -0.0111 0.2862 0.3786 2.3679 0.0041 0.0041 0.4457 0 0
13 286 358 0 0 0 0 0 1.0004 0 0.923 0.1624 0.3127 0.503 2.8244 0.9202 0.0142 0.3462 0.4441 2.6359 -0.0587 0.0587 0.4989 0 0
13 287 290 0 0 0 0 0 1.0002 0 0.9492 0.3908 0.4515 0.571 2.6733 0.9042 0.3534 0.4431 0.555 2.3195 -0.0359 0.0359 0.5346 0 0
13 288 352 0 0 0 0 0 1.0005 0 0.9348 0.0352 0.3566 0.4892 2.3911 0.9179 -0.015 0.3371 0.4107 2.1329 0.0033 0.0033 0.4753 0 0
13 289 370 0 0 0 0 0 1.0002 0 0.9224 0.158 0.4772 0.7096 2.6649 0.8935 0.1994 0.4134 0.519 2.2367 -0.1011 0.1011 0.4826 0 0
13 290 289 0 0 0 0 0 1.0002 0 0.972 0.0915 0.2816 0.3689 2.5062 0.9216 0.0602 0.3129 0.3978 2.1183 -0.1584 0.1584 0.5374 0 0
13 291 287 0 0 0 0 0 1.0008 0 0.9064 0.1344 0.3707 0.5017 2.5258 0.9133 -0.0573 0.3385 0.4403 2.4906 -0.0665 0.0665 0.516 0 0
13 292 334 0 0 0 0 0 1.0009 0 0.9672 -0.4747 0.4993 0.5537 2.5672 0.9239 -0.3756 0.4588 0.5672 2.3205 -0.0773 0.0773 0.5046 0 0
13 293 406 0 0 0 0 0 1.0002 0 0.8862 0.0554 0.413 0.5143 1.9938 0.929 -0.0136 0.3233 0.3819 2.2865 0.0406 0.0406 0.4873 0 0
13 294 350 3 0 0 0 0 1.001 0 0.8402 0.3425 0.4901 0.6612 2.3702 0.9103 0.1998 0.4102 0.5194 2.5256 -0.0321 0.0321 0.5456 1 0
