cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat alpha.cor alpha.bias alpha.abbias alpha.rmse alpha.CI beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
36 103 1224 0 0 0 0 0 1.0012 0 0.9807 0.0454 0.0454 0.0625 1.1719 0.9977 0.0144 0.1013 0.1137 2.4008 0.5916 0.0058 0.6391 0.8071 4.2591 0.0887 0.0887 0.4676 0 0
36 104 1217 0 0 0 0 0 1.0004 0 0.7547 -0.0699 0.1434 0.1907 1.3163 0.9906 0.2389 0.2661 0.4559 4.7533 0.5771 -0.0409 0.657 0.8488 4.0817 -0.0402 0.0402 0.4495 0 0
36 105 1281 0 0 0 0 0 1.0002 0 0.6329 -0.0539 0.0961 0.1151 0.9273 0.9917 -0.1476 0.1997 0.2241 2.4273 0.6342 -0.0823 0.6611 0.8195 4.2565 0.11 0.11 0.4382 0 0
36 106 1254 0 0 0 0 0 1.0005 0 0.2484 0.0223 0.2146 0.2372 1.0429 0.9926 0.1607 0.1955 0.2414 2.8082 0.6351 -0.0224 0.6181 0.7861 4.1581 0.0613 0.0613 0.3726 0 0
36 107 1255 0 0 0 0 0 1.0007 0 0.8077 -0.0282 0.1545 0.1598 1.4956 0.9857 -0.0392 0.2749 0.3207 5.3283 0.5651 -0.1034 0.6753 0.8535 4.2677 0.0922 0.0922 0.5018 0 0
36 108 1251 0 0 0 0 0 1.0007 0 -0.3765 0.0182 0.239 0.2624 1.2338 0.9913 0.0228 0.185 0.2292 1.8007 0.6818 -0.0202 0.5849 0.7569 4.0561 -0.076 0.076 0.3835 0 0
36 109 1218 0 0 0 0 0 1.0003 0 0.9801 -0.1204 0.1336 0.1768 1.1176 0.9956 0.0661 0.1491 0.1963 2.4518 0.6641 -0.0531 0.5556 0.7128 4.0981 -0.006 0.006 0.4492 0 0
36 110 1306 0 0 0 0 0 1.0012 0 -0.0748 -0.1516 0.1692 0.198 1.0163 0.9909 -0.0089 0.2742 0.3846 3.4431 0.6058 0.0223 0.6444 0.8074 4.0518 -0.0798 0.0798 0.4765 0 0
36 111 1223 0 0 0 0 0 1.0013 0 0.9409 -0.1113 0.1547 0.1689 1.5866 0.9854 0.355 0.4201 0.6587 5.3239 0.6762 -0.0106 0.6096 0.7562 4.1148 -0.012 0.012 0.4353 0 0
36 112 1208 0 0 0 0 0 1.0017 0 1 0.0101 0.1009 0.1117 1.7881 0.9882 -0.1691 0.2681 0.3654 3.6063 0.6031 -0.0189 0.6788 0.8495 4.0991 -0.0778 0.0778 0.5671 0 0
36 113 1250 0 0 0 0 0 1.001 0 -0.9003 -0.1025 0.1492 0.1841 1.323 0.9886 -0.3274 0.3391 0.4816 4.1324 0.5945 -0.1057 0.6405 0.8035 4.2288 -0.0427 0.0427 0.5386 0 0
36 114 1232 0 0 0 0 0 1.0015 0 -0.9148 -0.1066 0.1743 0.2499 1.0782 0.9827 -0.1988 0.2713 0.4267 3.4253 0.6868 -0.0405 0.5886 0.7439 4.1462 -0.0312 0.0312 0.4444 0 0
36 115 1232 0 0 0 0 0 1.0009 0 -0.5744 0.05 0.1565 0.1964 1.1554 0.9886 0.0535 0.2285 0.2994 2.7283 0.6346 0.0321 0.6436 0.8259 4.1435 7e-04 7e-04 0.3668 0 0
36 116 1233 0 0 0 0 0 1.0004 0 0.0493 -0.1464 0.32 0.3402 1.0344 0.9931 -0.0669 0.1668 0.2179 3.4049 0.6813 -0.1878 0.6257 0.7796 4.1822 0.1423 0.1423 0.3528 0 0
36 117 1260 0 0 0 0 0 1.0006 0 0.9695 -0.0855 0.0985 0.1527 0.9661 0.9803 -0.1522 0.1835 0.3268 2.6797 0.6787 0.0032 0.624 0.7949 4.2952 0.1745 0.1745 0.3329 0 0
36 118 1262 0 0 0 0 0 1.0014 0 -0.9977 -0.0991 0.2106 0.2605 1.1513 0.9458 -0.1759 0.3457 0.5666 4.7755 0.6039 0.044 0.6482 0.8263 4.2073 0.0664 0.0664 0.5068 0 0
36 119 1242 0 0 0 0 0 1.0014 0 0.9312 -0.1318 0.134 0.1646 1.3693 0.9956 -0.3792 0.4812 0.6924 8.5529 0.6298 -0.0049 0.6626 0.8402 4.1882 -0.0347 0.0347 0.5715 0 0
36 120 1273 0 0 0 0 0 1.0015 0 -0.9262 -0.0392 0.1215 0.1558 1.4375 0.9923 -0.1119 0.2121 0.2843 3.0668 0.6188 0.0401 0.6234 0.7825 4.0656 -0.0811 0.0811 0.4079 0 0
36 121 1237 0 0 0 0 0 1.0013 0 0.9709 -0.1433 0.1433 0.1585 1.0842 0.9947 0.0623 0.1467 0.1804 1.3972 0.6846 0.0242 0.5462 0.7022 4.0909 0.0074 0.0074 0.4101 0 0
36 122 1295 0 0 0 0 0 1.002 0 -0.1572 0.2156 0.3936 0.5471 2.0394 0.989 -0.0054 0.1599 0.2027 1.8739 0.6309 -0.1075 0.6689 0.8485 4.0718 -0.0711 0.0711 0.3855 0 0
36 123 1265 0 0 0 0 0 1.0012 0 -0.6033 0.0403 0.1388 0.1732 1.2323 0.9962 -0.1139 0.1538 0.2125 2.0138 0.6284 -0.0421 0.6269 0.8153 4.0347 -0.1308 0.1308 0.4328 0 0
36 124 1221 0 0 0 0 0 1.0033 0 0.9996 0.0416 0.2701 0.2812 1.4791 0.8772 -0.3985 0.7649 1.1359 10.2673 0.4878 -0.0855 0.7455 0.9305 4.2553 0.1381 0.1381 0.4856 0 0
36 125 1251 0 0 0 0 0 1.0008 0 0.6071 -0.0893 0.1557 0.163 0.9906 0.9902 -0.0142 0.1613 0.1969 1.9941 0.7153 -0.0062 0.5557 0.6985 4.0816 -0.0164 0.0164 0.356 0 0
36 126 1217 0 0 0 0 0 1.0018 0 0.4349 -0.0561 0.2302 0.2317 1.2915 0.99 -0.1178 0.1492 0.1943 2.0596 0.647 -0.0133 0.5889 0.7461 4.0981 -0.1312 0.1312 0.3868 0 0
36 127 1234 0 0 0 0 0 1.0008 0 0.783 -0.1187 0.1187 0.1253 0.8454 0.9961 -0.1442 0.2604 0.3628 2.3903 0.6362 -0.1465 0.6395 0.8199 4.3363 0.2026 0.2026 0.4493 0 0
36 128 1239 0 0 0 0 0 1.0006 0 0.7505 -0.1057 0.1427 0.1571 0.9845 0.9961 0.0088 0.0943 0.1139 1.2314 0.702 0.0181 0.5812 0.7296 4.0819 0.0046 0.0046 0.3402 0 0
36 129 1254 0 0 0 0 0 1.0012 0 0.9994 -0.0465 0.0523 0.0631 1.355 0.997 -0.0228 0.1038 0.1214 2.686 0.6704 0.0216 0.6007 0.7411 4.1366 0.0218 0.0218 0.3682 0 0
36 130 1257 0 0 0 0 0 1.0002 0 -0.8032 0.0679 0.2455 0.2982 1.0376 0.9812 -0.1506 0.3272 0.4446 3.4451 0.5654 0.0655 0.6972 0.8908 4.4139 0.2206 0.2206 0.3826 0 0
36 131 1259 0 0 0 0 0 1.0007 0 -0.2006 -0.1094 0.2189 0.2973 0.9232 0.987 -0.0239 0.231 0.2983 1.7498 0.6863 -0.085 0.6013 0.7606 4.1985 0.1337 0.1337 0.3926 0 0
36 132 1271 0 0 0 0 0 1.0011 0 -0.9561 -0.0408 0.2288 0.269 1.4801 0.9916 -0.1907 0.2967 0.447 5.6805 0.6417 0.0735 0.6813 0.8481 4.1076 -0.0664 0.0664 0.4724 0 0
36 133 1266 0 0 0 0 0 1.0024 0 0.7215 -0.0455 0.1847 0.1857 1.642 0.9869 -0.1691 0.2635 0.3822 3.9135 0.5664 -0.0255 0.6362 0.815 4.0816 -0.0207 0.0207 0.4268 0 0
36 134 1267 0 0 0 0 0 1.001 0 0.2587 0.0129 0.2653 0.3062 1.1565 0.9835 0.0885 0.2285 0.2796 2.055 0.6571 0.1045 0.6135 0.7697 4.1438 0.0554 0.0554 0.3354 0 0
36 135 1215 0 0 0 0 0 1.0028 0 0.0379 -0.1084 0.1983 0.2722 1.6774 0.9763 -0.5792 0.5903 1.0215 8.6233 0.5855 0.0339 0.6275 0.8063 4.1484 -0.0716 0.0716 0.6034 0 0
36 136 1240 0 0 0 0 0 1.0009 0 -0.2417 -0.13 0.1846 0.2005 1.1894 0.9982 -0.0548 0.2701 0.3377 3.3909 0.6366 0.0134 0.6628 0.8341 4.1863 0.0717 0.0717 0.4727 0 0
36 137 1257 0 0 0 0 0 1.0016 0 -0.3101 0.0048 0.2882 0.3429 1.6273 0.9724 0.0099 0.2243 0.306 3.1667 0.5962 0.0759 0.6615 0.8424 4.2372 0.0926 0.0926 0.4547 0 0
36 138 1209 0 0 0 0 0 1.0006 0 -0.753 0.016 0.3153 0.3452 1.3117 0.9754 0.4173 0.4719 0.7794 5.4637 0.6218 0.0535 0.6179 0.7914 4.1569 0.1181 0.1181 0.3473 0 0
36 139 1211 0 0 0 0 0 1.0011 0 0.7294 -0.2935 0.2935 0.2978 0.9151 0.9859 0.5101 0.549 0.7331 5.7074 0.5862 0.0263 0.6619 0.8411 4.2927 0.114 0.114 0.4861 0 0
36 140 1197 0 0 0 0 0 1.0004 0 -0.956 -0.1147 0.3394 0.3394 1.3944 0.9858 -0.1766 0.8997 1.0907 7.6291 0.5623 -0.1047 0.6695 0.8491 4.3105 0.131 0.131 0.5236 0 0
36 141 1225 0 0 0 0 0 1.0004 0 -0.94 -0.0402 0.212 0.26 1.0028 0.9867 -0.4037 0.433 0.6837 4.8737 0.5649 -0.0843 0.6651 0.8372 4.2245 0.114 0.114 0.4138 0 0
36 142 1258 0 0 0 0 0 1.0024 0 -0.2455 -0.0186 0.6769 0.7198 2.2268 0.9171 -0.5286 0.9525 1.4467 12.3796 0.5402 0.0223 0.6372 0.8176 4.1529 -0.0486 0.0486 0.5099 0 0
36 143 1254 0 0 0 0 0 1.0005 0 0.5599 0.0263 0.1399 0.1636 1.0415 0.9983 -0.0245 0.0849 0.0928 1.5496 0.677 -0.0332 0.5785 0.7453 4.1009 -0.0022 0.0022 0.3469 0 0
36 144 1275 0 0 0 0 0 1.0027 0 0.8709 -0.1587 0.2189 0.2376 1.5644 0.9701 -0.4391 0.4575 0.6712 5.7601 0.6412 -0.0161 0.602 0.7466 4.0511 -0.2289 0.2289 0.4599 0 0
36 145 1241 0 0 0 0 0 1.002 0 0.9854 -0.113 0.113 0.1204 1.2895 0.9957 -0.2452 0.2861 0.3579 3.0947 0.5996 -0.0516 0.6154 0.7865 4.0578 -0.148 0.148 0.5249 0 0
36 146 1259 0 0 0 0 0 1.0004 0 0.8795 -0.0473 0.0918 0.1265 0.8883 0.9986 -0.0181 0.054 0.0715 1.5742 0.6798 0.025 0.6164 0.7752 4.0704 0.0425 0.0425 0.3493 0 0
36 147 1248 0 0 0 0 0 1.0036 0 -0.5713 -0.0839 0.2776 0.335 1.4552 0.9747 -0.1863 0.4099 0.5811 4.79 0.5389 0.0435 0.6716 0.861 4.1286 -0.1555 0.1555 0.4961 0 0
36 148 1457 0 0 0 0 0 1.0018 0 0.9891 -0.0922 0.1022 0.13 1.2258 0.994 0.2356 0.4262 0.5694 4.8844 0.5647 0.1145 0.6869 0.8641 4.8109 0.2617 0.2617 0.5528 0 0
36 149 1247 0 0 0 0 0 1.0006 0 0.6871 0.1264 0.1978 0.2257 1.3098 0.9866 0.0594 0.1649 0.1878 2.0324 0.595 0.0104 0.6858 0.8662 4.0472 -0.0552 0.0552 0.3916 0 0
36 150 1246 0 0 0 0 0 1.0006 0 0.2484 -0.349 0.5411 0.6694 1.1661 0.9598 0.0323 1.0285 1.3439 10.829 0.5989 0.0519 0.6121 0.7883 4.2466 0.0823 0.0823 0.5152 0 0
36 151 1197 0 0 0 0 0 1.0016 0 -0.4292 0.1044 0.177 0.2332 1.5361 0.995 -0.0051 0.12 0.1492 3.161 0.6024 -0.0048 0.6671 0.8416 4.0624 -0.1311 0.1311 0.4507 0 0
36 152 1210 0 0 0 0 0 1.0019 0 0.6182 0.1647 0.3399 0.453 1.9827 0.9583 -1.2183 1.3589 2.3092 21.72 0.5184 -0.0356 0.6961 0.8856 4.0778 -0.2079 0.2079 0.4338 0 0
36 153 1238 0 0 0 0 0 1.0014 0 0.9987 0.0961 0.105 0.141 1.6439 0.9986 0.0773 0.0773 0.0936 1.6229 0.691 0.0437 0.6073 0.7732 4.087 -0.0246 0.0246 0.4056 0 0
36 154 1224 0 0 0 0 0 1.0009 0 0.9944 0.0065 0.1862 0.1959 1.1228 0.984 -0.0842 0.1907 0.2978 2.7894 0.6266 0.0259 0.6069 0.7755 4.0449 -0.108 0.108 0.4054 0 0
36 155 1221 0 0 0 0 0 1.0008 0 0.8599 -0.1676 0.1676 0.1903 1.2991 0.9766 0.1836 0.3764 0.6292 5.579 0.6457 0.038 0.6595 0.8202 4.1779 0.041 0.041 0.4568 0 0
36 156 1255 0 0 0 0 0 1.001 0 0.9687 0.0621 0.063 0.0812 1.0434 0.9983 -0.0248 0.1006 0.1155 1.5032 0.7151 -0.007 0.599 0.7624 4.0863 -0.0252 0.0252 0.331 0 0
36 157 1243 0 0 0 0 0 1.001 0 -0.9931 0.0331 0.3088 0.3409 1.3082 0.9748 -0.0131 0.2228 0.2704 2.1036 0.6221 -0.0863 0.6255 0.7902 4.2203 0.0517 0.0517 0.4249 0 0
36 158 1220 0 0 0 0 0 1.001 0 0.8078 0.081 0.1439 0.1922 1.3979 0.9911 0.0413 0.1567 0.1878 3.7392 0.6297 0.0733 0.6414 0.811 4.0972 -0.0211 0.0211 0.4215 0 0
36 159 1208 0 0 0 0 0 1.0005 0 0.751 -0.0174 0.1181 0.138 1.187 0.9933 0.0854 0.1612 0.2312 2.8592 0.6274 0.0239 0.666 0.8422 4.2296 0.0507 0.0507 0.5717 0 0
36 160 1209 0 0 0 0 0 1.0025 0 0.9566 0.0818 0.1429 0.1523 1.5141 0.9874 -0.0195 0.1333 0.1719 3.342 0.6348 -0.0373 0.6246 0.7906 4.0987 -0.0519 0.0519 0.4903 0 0
36 161 1255 0 0 0 0 0 1.0009 0 0.7764 0.0298 0.1342 0.1669 1.1474 0.9779 -0.0812 0.1729 0.2686 2.9978 0.586 0.0126 0.6794 0.8538 4.1062 0.0434 0.0434 0.371 0 0
36 162 1235 0 0 0 0 0 1.0004 0 0.9095 -0.0353 0.1781 0.2077 1.2933 0.9891 -0.0612 0.1888 0.2199 1.6017 0.7699 -0.077 0.4977 0.6538 4.2435 0.0956 0.0956 0.2828 0 0
36 163 1244 0 0 0 0 0 1.0086 0 0.946 -0.2301 0.2301 0.2439 1.8964 0.9672 -0.1673 0.827 1.0714 8.8162 0.6141 -0.0403 0.6281 0.7789 4.1741 -0.1263 0.1263 0.7494 0 0
36 164 1258 0 0 0 0 0 1.0002 0 0.9261 -0.0615 0.0928 0.1313 0.717 0.9879 0.0724 0.1685 0.2038 1.9919 0.5485 0.0276 0.7621 0.9431 4.9412 0.3615 0.3615 0.3593 0 0
36 165 1214 0 0 0 0 0 1.0003 0 0.8697 -0.0738 0.1061 0.1228 0.923 0.9962 0.112 0.1276 0.1461 2.1955 0.6814 0.062 0.6039 0.7509 4.1453 0.0694 0.0694 0.4226 0 0
36 166 1327 0 0 0 0 0 1.0005 0 0.6317 -0.1473 0.1564 0.253 1.205 0.9949 0.2224 0.2405 0.2957 2.2457 0.7905 0.2206 0.5305 0.6682 3.9975 -0.0478 0.0478 0.2918 0 0
36 167 1275 0 0 0 0 0 1.0009 0 0.8798 0.2044 0.2044 0.3055 1.562 0.9949 0.0266 0.1537 0.1893 2.2963 0.6528 -0.0202 0.6982 0.8604 4.0322 -0.0842 0.0842 0.4131 0 0
36 168 1209 0 0 0 0 0 1.0021 0 -0.6345 -0.2418 0.2418 0.3618 0.9307 0.9588 -0.3424 0.5322 0.8452 6.1165 0.5009 0.0182 0.688 0.8793 4.511 0.2031 0.2031 0.4753 0 0
36 169 1206 0 0 0 0 0 1.0004 0 0.9673 0.032 0.0789 0.1019 1.1779 0.9789 -0.109 0.138 0.2119 1.6112 0.7171 -0.0197 0.5889 0.7385 4.168 0.0632 0.0632 0.3644 0 0
36 170 1257 0 0 0 0 0 1.0008 0 0.2884 0.0618 0.1891 0.1961 0.9214 0.9867 0.1448 0.2021 0.2156 1.344 0.6835 0.0783 0.5693 0.7292 4.0979 -0.0361 0.0361 0.3826 0 0
36 171 1249 0 0 0 0 0 1.0002 0 0.9993 -0.0152 0.1591 0.1642 1.0147 0.9686 0.1778 0.2084 0.2681 1.6953 0.649 0.0897 0.6289 0.7861 4.0836 -0.0273 0.0273 0.4111 0 0
36 172 1203 0 0 0 0 0 1.0006 0 0.8593 0.0119 0.0897 0.1088 1.2026 0.9963 -9e-04 0.1255 0.1439 2.7762 0.6451 0.0557 0.6453 0.8045 4.2087 0.0817 0.0817 0.4076 0 0
36 173 1231 0 0 0 0 0 1.0006 0 -0.7726 0.0955 0.1588 0.1925 1.0352 0.9943 0.041 0.1711 0.2252 1.2988 0.6942 -0.0041 0.5884 0.7464 4.1157 0.0531 0.0531 0.3292 0 0
36 174 1273 0 0 0 0 0 1.0007 0 0.3429 0.115 0.2106 0.2918 1.1108 0.9891 0.0669 0.1289 0.1577 1.0408 0.6799 0.0681 0.6097 0.7824 4.1973 0.0256 0.0256 0.3627 0 0
36 175 1225 0 0 0 0 0 1.0021 0 0.9731 0.0931 0.3304 0.4015 2.1011 0.9932 -0.0403 0.1903 0.2343 2.5436 0.6627 -0.0965 0.6268 0.7914 4.0632 -0.0565 0.0565 0.3526 0 0
36 176 1226 0 0 0 0 0 1.0009 0 -0.5983 0.0552 0.4241 0.4756 1.9054 0.9747 0.3276 0.553 0.7301 6.3393 0.553 -0.0425 0.6852 0.8626 4.0429 -0.053 0.053 0.4455 0 0
36 177 1297 0 0 0 0 0 1.0015 0 0.822 0.0361 0.209 0.2558 1.2297 0.992 0.0117 0.1353 0.1618 3.3818 0.6877 0.1079 0.5815 0.7402 4.0086 -0.1243 0.1243 0.3741 0 0
36 178 1261 0 0 0 0 0 1.0008 0 0.987 0.084 0.084 0.104 1.1408 0.9908 0.0549 0.1093 0.1359 0.9806 0.7124 0.0196 0.5679 0.7263 4.073 -0.0541 0.0541 0.364 0 0
36 179 1269 0 0 0 0 0 1.0005 0 0.0678 0.012 0.4498 0.4815 1.366 0.9851 -0.2122 0.2631 0.3014 1.9036 0.7539 -0.0686 0.5503 0.7004 4.0171 0.0018 0.0018 0.3328 0 0
36 180 1506 0 0 0 0 0 1.0016 0 0.9581 0.0163 0.2765 0.3132 1.8236 0.9214 -0.1796 0.3368 0.5336 4.1553 0.6022 -0.0415 0.6816 0.8715 4.1036 0.0481 0.0481 0.393 0 0
36 181 1200 0 0 0 0 0 1.0024 0 0.9994 0.1803 0.1803 0.21 1.3287 0.9962 -0.0194 0.12 0.1431 1.6166 0.6051 0.042 0.6536 0.8081 4.0368 -0.2013 0.2013 0.4316 0 0
36 182 1199 0 0 0 0 0 1.0011 0 0.3167 -0.2574 0.351 0.4537 1.1291 0.9641 0.2333 0.6484 0.8706 6.6487 0.5333 -0.1207 0.6726 0.8717 4.2802 -0.0112 0.0112 0.6593 0 0
36 183 1197 0 0 0 0 0 1.0019 0 0.9788 0.0015 0.1082 0.118 1.9099 0.9849 0.2167 0.2276 0.3563 3.1278 0.6823 0.06 0.5756 0.7529 4.1132 -0.1196 0.1196 0.3939 0 0
36 184 1215 0 0 0 0 0 1.0005 0 -0.2051 0.0258 0.278 0.3287 1.4103 0.9668 5e-04 0.2163 0.2736 2.087 0.6159 -0.0694 0.6772 0.842 4.1228 0.0262 0.0262 0.4084 0 0
36 185 1210 0 0 0 0 0 1.0003 0 -0.3073 -0.0873 0.4767 0.4861 1.4451 0.9936 0.0503 0.3075 0.3892 3.737 0.6448 0.024 0.61 0.8018 4.1664 0.0523 0.0523 0.3607 0 0
36 186 1238 0 0 0 0 0 1.002 0 0.6714 -0.0778 0.1585 0.1619 1.164 0.9771 0.02 0.3422 0.4199 4.8064 0.6308 -0.0198 0.6568 0.8288 4.2565 0.0703 0.0703 0.5943 0 0
36 187 1223 0 0 0 0 0 1.0016 0 0.3802 0.0093 0.2937 0.323 1.4895 0.9587 -0.2225 0.3523 0.6031 5.1608 0.5915 0.0538 0.6449 0.7999 4.0029 -0.2616 0.2616 0.4235 0 0
36 188 1183 0 0 0 0 0 1.0005 0 0.9975 -0.2117 0.2117 0.2128 0.975 0.998 0.0969 0.2083 0.2388 2.2473 0.6927 0.0365 0.5717 0.7314 4.1735 0.0851 0.0851 0.4395 0 0
36 189 1219 0 0 0 0 0 1.0026 0 0.7073 0.1724 0.3061 0.4234 1.8066 0.9902 0.0313 0.1612 0.2168 1.978 0.6421 0.0384 0.6639 0.8537 4.0378 -0.1577 0.1577 0.3447 0 0
36 190 1267 0 0 0 0 0 1.0008 0 0.9119 0.0368 0.1101 0.1406 1.1773 0.9932 -0.0627 0.138 0.1546 2.2328 0.7027 -0.0639 0.5914 0.7555 4.069 -0.0409 0.0409 0.3752 0 0
36 191 1257 0 0 0 0 0 1.0009 0 0.6643 0.2222 0.3599 0.5062 1.8714 0.9688 -0.1893 0.2093 0.2889 1.2354 0.578 -0.068 0.6558 0.8204 4.0706 -0.0509 0.0509 0.3548 0 0
36 192 1263 0 0 0 0 0 1.0009 0 0.9463 0.0412 0.0881 0.1166 1.0696 0.9957 -0.036 0.0768 0.1107 1.1658 0.7123 0.0401 0.566 0.7302 4.0686 -0.0038 0.0038 0.3493 0 0
36 193 1205 0 0 0 0 0 1.0009 0 -0.683 -0.1595 0.2153 0.2346 1.0587 0.9866 -0.0895 0.3133 0.3562 3.4701 0.6346 0.0396 0.5913 0.7659 4.5383 0.1459 0.1459 0.4981 0 0
36 194 1258 0 0 0 0 0 1.0006 0 0.9594 0.0481 0.0765 0.0825 0.9701 0.9976 0.0446 0.1008 0.1171 3.1704 0.5624 -0.0668 0.7428 0.9171 4.3916 0.2048 0.2048 0.3823 0 0
36 195 1225 0 0 0 0 0 1.0008 0 -0.4694 0.2538 0.2538 0.3005 1.1917 0.9961 0.1065 0.1141 0.142 1.3441 0.7178 0.084 0.5853 0.7373 4.0638 9e-04 9e-04 0.378 0 0
36 196 1245 0 0 0 0 0 1.0007 0 0.9625 -0.1303 0.1566 0.237 0.9828 0.997 -0.018 0.0725 0.0971 1.4868 0.7448 -0.0496 0.5548 0.7158 4.1715 0.1091 0.1091 0.3511 0 0
36 197 1190 0 0 0 0 0 1.0086 0 -0.0314 -0.1708 0.2066 0.2985 1.9166 0.9814 -0.8742 1.2463 1.8525 16.408 0.5234 -0.0493 0.6962 0.8873 4.1957 -0.0913 0.0913 0.6611 0 0
36 198 1226 0 0 0 0 0 1.0017 0 0.4267 0.092 0.2887 0.3532 1.5016 0.9888 0.177 0.2427 0.2915 4.0417 0.6172 -0.0819 0.6255 0.7959 4.1507 -0.0302 0.0302 0.3948 0 0
36 199 1236 0 0 0 0 0 1.0008 0 0.9706 -0.0017 0.0759 0.0805 1.1627 0.9969 0.1263 0.1301 0.1529 1.155 0.7417 0.0661 0.5223 0.6786 4.0394 -0.0984 0.0984 0.293 0 0
36 200 1225 0 0 0 0 0 1.0015 0 -0.6236 -0.0107 0.3079 0.3477 1.4813 0.9644 -0.0328 0.3965 0.4771 3.4127 0.6117 0.0408 0.6694 0.8321 4.1966 0.0147 0.0147 0.557 0 0
36 201 1232 0 0 0 0 0 1.0005 0 -0.8929 -0.0459 0.2157 0.2291 1.0678 0.9888 -0.1854 0.2213 0.3008 2.7255 0.6164 0.0464 0.6471 0.8122 4.0565 -0.0686 0.0686 0.4341 0 0
36 202 1220 0 0 0 0 0 1.0006 0 -0.4222 0.0214 0.3881 0.4594 1.3905 0.9851 0.1711 0.2469 0.3091 2.2689 0.6755 0.0556 0.5839 0.7473 4.071 -0.1452 0.1452 0.4247 0 0
36 203 1214 0 0 0 0 0 1.0009 0 0.9972 -0.2681 0.2681 0.2708 1.1818 0.995 0.0536 0.2658 0.3507 2.8479 0.6852 0.0524 0.6127 0.7734 4.3425 0.1698 0.1698 0.3949 0 0
36 204 1186 0 0 0 0 0 1.0007 0 -0.1413 -0.1232 0.1232 0.1984 0.8113 0.9972 0.067 0.2023 0.2557 3.3651 0.5758 0.1001 0.6905 0.8805 4.6043 0.2584 0.2584 0.3991 0 0
36 205 1241 0 0 0 0 0 1.001 0 0.6425 -0.127 0.1671 0.253 1.187 0.995 0.0671 0.118 0.1562 2.5762 0.6701 0.0776 0.5911 0.7614 4.1072 0.0066 0.0066 0.4128 0 0
36 206 1269 0 0 0 0 0 1.0003 0 0.9632 -0.1694 0.1694 0.1881 0.9618 0.991 0.0298 0.127 0.22 1.9465 0.7238 0.0572 0.5777 0.7316 4.0782 0.012 0.012 0.3617 0 0
36 207 1212 0 0 0 0 0 1.0003 0 0.9979 -0.0753 0.0753 0.0833 1.0274 0.9827 0.0109 0.1778 0.2276 2.2207 0.6535 0.0184 0.5872 0.75 4.0823 0.0418 0.0418 0.3861 0 0
36 208 1235 0 0 0 0 0 1.0035 0 0.7963 -0.1377 0.152 0.1859 1.3583 0.9678 -0.3473 0.6004 0.9741 10.0815 0.582 -0.0094 0.652 0.8379 4.4156 0.1513 0.1513 0.6114 0 0
36 209 1227 0 0 0 0 0 1.0019 0 0.9006 0.0749 0.1944 0.2269 1.6324 0.9774 0.1334 0.2558 0.3252 4.0435 0.6139 0.0335 0.6598 0.8201 4.0574 -0.2791 0.2791 0.4011 0 0
36 210 1285 0 0 0 0 0 1.0006 0 0.9304 -0.0453 0.1139 0.1393 0.9829 0.9979 0.0245 0.0751 0.0925 1.0719 0.7698 0.0154 0.5186 0.6736 4.0844 0.0781 0.0781 0.2929 0 0
36 211 1213 0 0 0 0 0 1.0006 0 -0.141 0.1418 0.2927 0.3874 1.3012 0.9956 -0.0705 0.1166 0.1935 1.7286 0.6319 -0.0012 0.6122 0.7706 4.0314 -0.1421 0.1421 0.3656 0 0
36 212 1197 0 0 0 0 0 1.0012 0 0.6439 0.0067 0.1086 0.1137 1.289 0.9958 0.1018 0.1473 0.1851 3.6195 0.6134 -0.0705 0.6579 0.8239 4.1405 -0.1028 0.1028 0.553 0 0
36 213 1236 0 0 0 0 0 1.0008 0 0.339 -0.1376 0.202 0.247 1.0962 0.9797 0.1049 0.3796 0.4385 2.9461 0.6371 0.0901 0.636 0.8043 4.1775 0.0428 0.0428 0.463 0 0
36 214 1185 0 0 0 0 0 1.0013 0 0.687 0.1426 0.1673 0.2202 1.4975 0.9925 0.1397 0.157 0.1678 1.483 0.5218 0.0682 0.7108 0.8751 4.0644 -0.0742 0.0742 0.4249 0 0
36 215 1205 0 0 0 0 0 1.0006 0 0.9952 0.1274 0.1586 0.1864 1.3295 0.9925 0.1242 0.1565 0.1861 1.8826 0.6186 0.0185 0.6784 0.8565 4.0795 -0.067 0.067 0.4333 0 0
36 216 1254 0 0 0 0 0 1.0008 0 0.9996 -0.0244 0.115 0.116 0.9686 0.9958 -0.0564 0.0885 0.1063 1.353 0.72 -0.0064 0.566 0.725 4.0894 0.0025 0.0025 0.3101 0 0
36 217 1262 0 0 0 0 0 1.0019 0 0.7159 0.0188 0.0756 0.0813 1.295 0.9925 -0.2442 0.2727 0.3464 3.9458 0.6123 -0.106 0.6414 0.8122 4.1521 -0.0886 0.0886 0.5694 0 0
36 218 1261 0 0 0 0 0 1.0006 0 0.6427 -0.0141 0.2076 0.2451 1.6393 0.9901 -0.1039 0.1592 0.2085 2.8159 0.6549 0.021 0.609 0.7833 4.1039 -0.0609 0.0609 0.4142 0 0
36 219 1220 0 0 0 0 0 1.0006 0 0.696 -0.0632 0.2123 0.2136 1.2422 0.99 0.076 0.1544 0.2381 1.9534 0.613 0.032 0.6124 0.7989 4.0446 -0.1812 0.1812 0.3931 0 0
